Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1000327,JNTU Hyderabad,B.Sc,Marketing,1,Female,57.39,12,29,5.26,Not Placed
1000328,Pune University,MBA,Computer Science,3,Male,73.48,19,34,9.37,Not Placed
1000329,JNTU Hyderabad,BBA,Computer Science,3,Male,97.82,25,51,5.38,Not Placed
1000330,Pune University,B.Tech,Mechanical,1,Female,78.83,19,44,5.93,Not Placed
1000331,JNTU Hyderabad,B.Com,Finance,3,Male,97.26,21,30,7.71,Not Placed
1000332,Delhi University,B.Sc,Finance,2,Male,55.66,21,31,7.48,Not Placed
1000333,JNTU Hyderabad,B.Sc,Marketing,2,Female,70.78,13,31,5.18,Not Placed
1000334,Anna University,B.Com,Finance,1,Male,97.75,29,58,9.02,Not Placed
1000335,Pune University,MCA,Finance,3,Male,68.21,20,36,5.65,Placed
1000336,Mumbai University,BBA,Marketing,1,Male,79.51,15,50,7.76,Placed
1000337,Mumbai University,MCA,Mechanical,4,Female,64.54,17,56,9.86,Placed
1000338,Delhi University,MCA,Civil,4,Female,61.56,16,54,7.69,Placed
1000339,Mumbai University,BBA,Data Science,2,Male,89.31,18,22,4.12,Not Placed
1000340,Anna University,B.Com,Civil,4,Male,86.62,22,40,8.57,Not Placed
1000341,Mumbai University,B.Com,Marketing,2,Female,74.5,21,48,7.81,Not Placed
1000342,Delhi University,MCA,Computer Science,4,Male,63.17,27,32,5.78,Placed
1000343,Delhi University,B.Com,Computer Science,4,Female,84.73,19,68,4.32,Placed
1000344,Anna University,B.Tech,Computer Science,4,Male,55.69,11,22,5.14,Placed
1000345,Mumbai University,B.Sc,Civil,2,Female,80.62,23,21,8.49,Placed
1000346,Mumbai University,MBA,Data Science,2,Female,94.47,18,55,8.59,Not Placed
1000347,Delhi University,MCA,Finance,3,Female,73.24,12,48,7.05,Placed
1000348,Mumbai University,BBA,Computer Science,4,Male,67.09,10,29,4.79,Not Placed
1000349,Mumbai University,B.Sc,Computer Science,3,Female,81.82,13,63,7.64,Placed
1000350,Pune University,B.Tech,Data Science,1,Male,90.65,27,47,9.04,Not Placed
1000351,Anna University,B.Sc,Data Science,2,Male,62.12,26,43,6.57,Placed
1000352,Anna University,BBA,Marketing,4,Female,79.26,20,32,7.57,Placed
1000353,Delhi University,B.Tech,Finance,2,Male,65.83,20,63,9.57,Placed
1000354,Pune University,MBA,Mechanical,2,Male,85.03,23,56,8.82,Placed
1000355,Mumbai University,B.Sc,Finance,2,Male,73.09,14,38,4.62,Placed
1000356,Mumbai University,MCA,Civil,1,Female,62.24,14,23,7.81,Placed
1000357,Mumbai University,B.Com,Mechanical,1,Female,82.65,27,60,5.98,Placed
1000358,Pune University,B.Sc,Civil,1,Male,66.07,17,31,9.69,Not Placed
1000359,JNTU Hyderabad,B.Com,Computer Science,3,Female,93.62,18,69,7.48,Placed
1000360,Delhi University,BBA,Finance,4,Male,62.11,22,27,7.43,Placed
1000361,Delhi University,B.Tech,Mechanical,3,Female,79.67,11,46,9.41,Not Placed
1000362,JNTU Hyderabad,MBA,Marketing,1,Female,72.51,23,50,9.63,Not Placed
1000363,Anna University,B.Com,Civil,4,Male,63.89,22,21,6.66,Not Placed
1000364,Pune University,B.Sc,Marketing,3,Female,95.84,18,26,4.8,Placed
1000365,Mumbai University,MBA,Data Science,3,Male,97.14,24,27,9.23,Placed
1000366,Anna University,B.Sc,Computer Science,1,Male,79.48,18,65,5.92,Not Placed
1000367,Pune University,MCA,Finance,3,Male,67.44,20,20,9.68,Not Placed
1000368,Delhi University,B.Sc,Mechanical,4,Female,58.68,22,67,8.73,Not Placed
1000369,JNTU Hyderabad,B.Com,Finance,2,Male,98.46,22,67,5.54,Placed
1000370,Delhi University,B.Tech,Marketing,4,Female,93.34,13,34,9.31,Placed
1000371,Anna University,BBA,Computer Science,2,Male,69.86,19,57,7.87,Placed
1000372,Pune University,MBA,Mechanical,3,Female,77.2,10,69,8.21,Placed
1000373,Anna University,B.Com,Computer Science,4,Male,66.06,19,60,5.59,Not Placed
1000374,Anna University,B.Com,Data Science,4,Male,97.88,13,32,8.68,Not Placed
1000375,Delhi University,MCA,Finance,2,Male,67.49,16,22,7.24,Not Placed
1000376,Delhi University,MBA,Mechanical,1,Male,94.51,20,22,7.57,Not Placed
1000377,Delhi University,B.Tech,Computer Science,1,Male,56.8,23,29,7.99,Placed
1000378,Pune University,B.Com,Marketing,2,Female,65.18,21,54,5.22,Placed
1000379,Delhi University,B.Tech,Marketing,4,Female,96.12,11,35,8.38,Placed
1000380,Anna University,B.Tech,Mechanical,1,Male,74.59,29,29,8.06,Not Placed
1000381,Mumbai University,MCA,Data Science,1,Female,75.88,14,44,9.78,Placed
1000382,Anna University,BBA,Marketing,3,Female,68.92,12,35,8.89,Placed
1000383,JNTU Hyderabad,BBA,Mechanical,3,Male,71.55,27,48,5.83,Not Placed
1000384,Delhi University,B.Tech,Computer Science,4,Male,98.1,10,67,9.98,Not Placed
1000385,Anna University,MCA,Marketing,2,Male,56.57,24,43,8.92,Placed
1000386,Delhi University,B.Sc,Civil,2,Female,75.75,20,62,8.2,Not Placed
1000387,Mumbai University,B.Tech,Data Science,4,Female,89.34,21,24,4.23,Placed
1000388,Anna University,BBA,Finance,3,Male,78.15,14,58,4.16,Placed
1000389,Anna University,B.Tech,Data Science,1,Male,88.01,21,48,6.43,Placed
1000390,Pune University,B.Sc,Mechanical,4,Male,83.0,14,25,5.62,Placed
1000391,JNTU Hyderabad,BBA,Computer Science,1,Female,74.68,24,54,4.19,Placed
1000392,Pune University,B.Sc,Finance,1,Male,62.9,22,21,5.27,Placed
1000393,Anna University,B.Sc,Computer Science,3,Male,72.6,13,58,8.5,Placed
1000394,Pune University,MBA,Computer Science,3,Male,80.16,26,66,4.38,Not Placed
1000395,Anna University,BBA,Computer Science,3,Female,62.86,22,29,5.27,Not Placed
1000396,Mumbai University,MCA,Mechanical,2,Female,64.07,20,56,7.46,Not Placed
1000397,Pune University,MBA,Finance,3,Female,81.88,25,28,4.16,Placed
1000398,Anna University,BBA,Civil,3,Female,89.02,25,63,5.9,Placed
1000399,Anna University,B.Com,Finance,2,Female,85.12,14,40,8.62,Placed
1000400,Pune University,B.Tech,Mechanical,3,Male,84.37,27,31,6.44,Placed
1000401,JNTU Hyderabad,BBA,Marketing,3,Male,77.81,14,53,5.61,Placed
1000402,Pune University,BBA,Computer Science,4,Male,87.39,28,34,8.31,Placed
1000403,Pune University,B.Tech,Finance,2,Male,80.58,29,64,8.66,Placed
1000404,Pune University,B.Sc,Mechanical,2,Male,61.2,19,24,9.62,Not Placed
1000405,Pune University,MBA,Mechanical,3,Female,94.04,15,49,6.19,Not Placed
1000406,Mumbai University,B.Tech,Computer Science,2,Male,82.47,28,55,7.05,Not Placed
1000407,Anna University,MBA,Civil,3,Female,63.73,16,35,5.55,Placed
1000408,Anna University,MCA,Mechanical,2,Female,55.41,12,20,6.35,Not Placed
1000409,Anna University,MBA,Mechanical,3,Female,64.25,25,43,9.8,Placed
1000410,Delhi University,BBA,Finance,3,Male,73.2,12,37,6.34,Not Placed
1000411,Anna University,MBA,Computer Science,3,Male,61.52,22,66,7.28,Not Placed
1000412,Delhi University,BBA,Marketing,2,Male,82.27,20,33,9.79,Not Placed
1000413,JNTU Hyderabad,B.Tech,Marketing,3,Male,56.08,13,66,9.89,Placed
1000414,Anna University,MCA,Finance,3,Female,75.02,22,40,9.31,Placed
1000415,Mumbai University,MCA,Civil,3,Male,61.97,18,60,7.76,Not Placed
1000416,Anna University,BBA,Marketing,1,Female,87.84,11,68,8.8,Not Placed
1000417,Pune University,MCA,Finance,4,Male,75.18,25,67,8.44,Placed
1000418,Mumbai University,MBA,Mechanical,3,Male,90.85,26,53,9.32,Not Placed
1000419,Delhi University,B.Tech,Finance,1,Male,66.96,27,32,5.8,Placed
1000420,JNTU Hyderabad,MBA,Data Science,3,Female,62.31,22,25,7.46,Placed
1000421,Pune University,BBA,Mechanical,3,Female,70.22,21,51,9.57,Placed
1000422,Mumbai University,B.Com,Civil,1,Male,70.1,23,21,8.98,Not Placed
1000423,Anna University,MCA,Computer Science,3,Female,92.96,25,60,6.35,Not Placed
1000424,Mumbai University,MBA,Computer Science,4,Female,57.46,12,52,7.85,Not Placed
1000425,Pune University,B.Sc,Civil,4,Male,78.44,12,42,4.71,Placed
1000426,JNTU Hyderabad,B.Tech,Civil,4,Female,98.07,29,50,4.86,Placed
1000427,Delhi University,BBA,Civil,2,Male,76.53,10,55,5.74,Placed
1000428,Pune University,MBA,Finance,4,Female,71.72,24,37,6.06,Placed
1000429,Mumbai University,MBA,Marketing,2,Female,73.53,24,32,7.1,Not Placed
1000430,Delhi University,MBA,Civil,3,Female,83.47,14,55,9.64,Placed
1000431,JNTU Hyderabad,B.Sc,Finance,3,Male,74.81,22,63,8.09,Not Placed
1000432,Pune University,B.Tech,Civil,3,Other,77.11,22,55,9.72,Placed
1000433,Mumbai University,B.Com,Civil,4,Male,85.34,16,50,6.87,Not Placed
1000434,Pune University,B.Sc,Marketing,4,Male,71.42,19,61,9.16,Not Placed
1000435,Mumbai University,B.Sc,Marketing,4,Female,95.16,12,26,7.25,Placed
1000436,Mumbai University,MBA,Civil,3,Male,60.66,13,63,6.97,Not Placed
1000437,Mumbai University,B.Sc,Marketing,3,Male,77.1,21,67,8.26,Not Placed
1000438,Pune University,MBA,Civil,4,Male,95.81,18,41,6.29,Placed
1000439,Pune University,MBA,Civil,4,Female,98.32,19,44,5.43,Placed
1000440,Pune University,B.Tech,Marketing,1,Female,86.15,10,30,4.32,Placed
1000441,Anna University,B.Com,Civil,2,Female,59.7,12,26,7.94,Placed
1000442,JNTU Hyderabad,BBA,Finance,3,Female,98.0,26,56,5.42,Placed
1000443,Mumbai University,B.Tech,Computer Science,3,Male,55.47,12,49,5.42,Placed
1000444,Delhi University,B.Sc,Finance,2,Male,92.64,22,50,5.24,Placed
1000445,Mumbai University,MBA,Marketing,2,Female,60.02,24,63,4.4,Not Placed
1000446,Pune University,B.Sc,Computer Science,1,Female,65.94,28,50,5.91,Placed
1000447,Pune University,MCA,Computer Science,1,Male,88.5,26,60,7.04,Placed
1000448,Mumbai University,MBA,Mechanical,4,Other,59.18,20,35,9.88,Placed
1000449,Anna University,B.Com,Data Science,2,Male,67.43,11,41,7.24,Placed
1000450,Delhi University,MBA,Mechanical,4,Male,81.59,12,36,5.67,Placed
1000451,Delhi University,MCA,Computer Science,1,Female,94.13,28,24,5.42,Not Placed
1000452,JNTU Hyderabad,BBA,Civil,4,Male,81.06,26,20,4.12,Not Placed
1000453,Pune University,B.Tech,Mechanical,3,Male,55.6,24,68,6.62,Placed
1000454,Mumbai University,B.Tech,Mechanical,2,Male,75.08,11,50,4.36,Placed
1000455,Pune University,B.Tech,Civil,1,Male,68.64,18,22,7.12,Placed
1000456,JNTU Hyderabad,MBA,Data Science,1,Female,90.86,10,29,7.51,Not Placed
1000457,Mumbai University,BBA,Finance,3,Male,82.0,14,41,7.41,Not Placed
1000458,JNTU Hyderabad,B.Sc,Computer Science,3,Male,72.67,23,49,6.99,Placed
1000459,JNTU Hyderabad,B.Tech,Marketing,1,Male,71.52,17,54,7.13,Placed
1000460,Delhi University,BBA,Computer Science,3,Male,82.43,25,56,4.67,Not Placed
1000461,Mumbai University,BBA,Mechanical,4,Female,86.17,12,57,7.58,Placed
1000462,Delhi University,BBA,Civil,3,Male,76.27,13,34,6.57,Placed
1000463,Pune University,MBA,Civil,1,Female,79.05,23,68,5.69,Placed
1000464,Pune University,B.Com,Finance,4,Female,72.55,12,26,7.34,Placed
1000465,Delhi University,MCA,Mechanical,2,Male,67.79,10,35,5.7,Not Placed
1000466,Pune University,B.Sc,Marketing,2,Male,93.57,22,23,7.39,Placed
1000467,Mumbai University,BBA,Computer Science,4,Male,71.28,14,50,8.87,Placed
1000468,JNTU Hyderabad,MCA,Mechanical,2,Male,90.57,27,36,4.53,Not Placed
1000469,Anna University,B.Tech,Computer Science,2,Male,67.47,19,36,9.56,Placed
1000470,Delhi University,B.Com,Marketing,2,Female,73.49,25,30,6.96,Placed
1000471,Mumbai University,BBA,Data Science,3,Female,75.66,25,40,9.31,Placed
1000472,JNTU Hyderabad,BBA,Marketing,1,Female,69.11,26,52,9.33,Not Placed
1000473,Anna University,B.Tech,Finance,1,Male,97.68,22,62,6.29,Placed
1000474,Delhi University,B.Com,Mechanical,2,Male,61.96,18,61,7.07,Placed
1000475,Anna University,BBA,Marketing,4,Female,76.84,15,60,7.86,Placed
1000476,Delhi University,MCA,Finance,3,Female,86.7,22,22,9.5,Not Placed
1000477,JNTU Hyderabad,BBA,Finance,4,Female,71.07,28,31,4.19,Not Placed
1000478,Delhi University,BBA,Civil,1,Male,62.95,27,59,6.76,Not Placed
1000479,Delhi University,MCA,Data Science,4,Female,93.35,21,23,9.17,Placed
1000480,Mumbai University,B.Com,Civil,4,Male,68.87,29,28,6.76,Placed
1000481,JNTU Hyderabad,B.Sc,Data Science,1,Female,79.21,23,53,7.26,Placed
1000482,Delhi University,B.Com,Mechanical,1,Male,97.75,16,59,8.48,Not Placed
1000483,JNTU Hyderabad,MCA,Computer Science,2,Female,87.48,28,43,7.51,Placed
1000484,Mumbai University,MBA,Mechanical,3,Male,80.14,18,32,7.13,Placed
1000485,JNTU Hyderabad,MBA,Finance,1,Female,77.41,29,64,5.79,Placed
1000486,Pune University,BBA,Computer Science,4,Male,55.83,29,40,9.84,Placed
1000487,Anna University,MCA,Data Science,1,Female,71.47,20,35,4.89,Placed
1000488,Delhi University,B.Sc,Finance,1,Male,64.16,12,68,7.31,Not Placed
1000489,Delhi University,MBA,Data Science,2,Male,63.24,27,48,4.69,Placed
1000490,JNTU Hyderabad,B.Sc,Data Science,2,Male,56.39,17,22,5.18,Placed
1000491,Delhi University,MCA,Data Science,4,Female,59.04,29,48,4.45,Placed
1000492,Mumbai University,B.Tech,Finance,4,Male,73.77,12,24,6.07,Placed
1000493,Pune University,B.Com,Computer Science,4,Male,74.46,27,43,8.45,Not Placed
1000494,Delhi University,MBA,Civil,3,Female,58.65,27,28,6.8,Not Placed
1000495,Delhi University,MCA,Mechanical,4,Male,97.36,23,36,9.32,Placed
1000496,Anna University,BBA,Civil,2,Male,60.48,27,32,8.29,Placed
1000497,Delhi University,B.Tech,Civil,4,Female,86.78,26,56,7.68,Not Placed
1000498,JNTU Hyderabad,BBA,Computer Science,2,Female,65.8,22,69,7.14,Placed
1000499,JNTU Hyderabad,MCA,Data Science,3,Male,92.13,11,48,7.86,Placed
1000500,Anna University,B.Sc,Marketing,2,Female,68.93,11,29,4.57,Not Placed
1000501,Pune University,MBA,Computer Science,2,Female,99.65,10,50,5.46,Placed
1000502,JNTU Hyderabad,B.Tech,Marketing,1,Female,90.82,26,62,8.59,Not Placed
1000503,JNTU Hyderabad,B.Tech,Data Science,3,Male,65.17,25,49,4.68,Not Placed
1000504,JNTU Hyderabad,MCA,Civil,2,Male,80.2,22,26,5.49,Not Placed
1000505,Anna University,MCA,Computer Science,3,Female,63.68,14,66,4.9,Not Placed
1000506,Pune University,MCA,Finance,2,Male,86.39,16,45,7.33,Not Placed
1000507,Pune University,MCA,Civil,1,Male,68.48,27,21,9.16,Placed
1000508,Mumbai University,B.Tech,Mechanical,4,Male,73.12,15,63,8.69,Placed
1000509,Delhi University,MBA,Computer Science,4,Female,72.75,23,42,9.98,Placed
1000510,Pune University,MBA,Marketing,1,Female,84.4,11,42,5.72,Not Placed
1000511,Delhi University,B.Tech,Computer Science,4,Female,65.72,22,63,5.63,Placed
1000512,Mumbai University,MBA,Marketing,1,Male,62.13,23,68,4.74,Placed
1000513,Pune University,B.Com,Data Science,2,Male,88.16,28,67,7.62,Not Placed
1000514,Delhi University,MBA,Finance,4,Female,55.86,22,58,6.77,Not Placed
1000515,Mumbai University,B.Tech,Civil,2,Female,77.59,22,44,4.99,Not Placed
1000516,Mumbai University,BBA,Civil,4,Female,90.79,15,39,5.75,Placed
1000517,JNTU Hyderabad,B.Sc,Data Science,4,Female,82.26,28,65,9.95,Not Placed
1000518,Delhi University,MCA,Computer Science,4,Male,62.15,21,42,7.02,Placed
1000519,Delhi University,B.Sc,Civil,3,Female,92.09,22,51,8.91,Not Placed
1000520,Anna University,MCA,Civil,3,Female,64.36,22,26,8.93,Placed
1000521,Mumbai University,BBA,Data Science,1,Female,74.46,16,51,9.89,Not Placed
1000522,Pune University,B.Sc,Mechanical,3,Other,57.41,27,27,8.4,Placed
1000523,Delhi University,MBA,Computer Science,3,Female,88.96,18,58,4.64,Placed
1000524,Delhi University,B.Com,Data Science,1,Female,66.48,27,41,4.84,Placed
1000525,Delhi University,MCA,Civil,3,Male,63.89,16,36,5.03,Placed
1000526,JNTU Hyderabad,B.Tech,Marketing,3,Male,77.93,10,21,8.42,Placed
1000527,Pune University,BBA,Finance,4,Male,95.76,10,65,5.1,Placed
1000528,JNTU Hyderabad,MBA,Computer Science,2,Male,70.43,13,56,5.03,Not Placed
1000529,JNTU Hyderabad,BBA,Data Science,4,Female,88.84,13,40,9.23,Placed
1000530,Mumbai University,B.Sc,Computer Science,3,Male,92.04,14,50,6.31,Placed
1000531,JNTU Hyderabad,MBA,Data Science,2,Male,76.24,24,66,5.54,Placed
1000532,Pune University,BBA,Finance,4,Male,86.42,14,47,5.9,Placed
1000533,Pune University,BBA,Civil,2,Male,61.1,25,53,8.41,Not Placed
1000534,Delhi University,B.Tech,Finance,3,Female,74.93,20,47,8.27,Placed
1000535,Pune University,MCA,Computer Science,4,Male,84.19,21,21,7.39,Placed
1000536,JNTU Hyderabad,MBA,Computer Science,2,Male,59.5,17,35,4.66,Placed
1000537,JNTU Hyderabad,B.Tech,Computer Science,1,Male,71.37,29,27,7.92,Placed
1000538,Mumbai University,MBA,Finance,4,Male,87.38,13,34,9.93,Placed
1000539,Pune University,MCA,Civil,1,Female,60.4,21,69,7.67,Not Placed
1000540,JNTU Hyderabad,BBA,Computer Science,3,Male,59.57,27,24,6.0,Placed
1000541,Mumbai University,BBA,Computer Science,3,Male,64.03,17,45,4.48,Not Placed
1000542,Pune University,B.Com,Finance,4,Male,55.53,15,62,6.04,Not Placed
1000543,Mumbai University,B.Sc,Computer Science,3,Female,76.38,26,21,5.65,Placed
1000544,Mumbai University,MBA,Computer Science,2,Male,66.5,27,44,5.66,Placed
1000545,Delhi University,MBA,Civil,4,Male,94.19,18,23,6.18,Placed
1000546,Delhi University,B.Com,Marketing,1,Female,59.06,19,66,8.4,Placed
1000547,JNTU Hyderabad,MBA,Data Science,3,Male,84.25,14,56,6.82,Placed
1000548,Mumbai University,MCA,Marketing,2,Male,71.5,19,36,7.12,Not Placed
1000549,Anna University,MCA,Marketing,4,Male,65.26,20,63,8.38,Placed
1000550,Delhi University,BBA,Computer Science,4,Male,81.84,17,51,7.39,Placed
1000551,Pune University,B.Sc,Civil,1,Male,58.74,14,30,5.06,Placed
1000552,Mumbai University,B.Com,Civil,2,Female,69.24,15,30,7.18,Placed
1000553,JNTU Hyderabad,B.Sc,Civil,3,Male,70.26,11,66,5.33,Placed
1000554,Delhi University,MBA,Mechanical,1,Female,94.35,10,40,5.34,Not Placed
1000555,Delhi University,MCA,Mechanical,1,Female,56.57,25,25,5.74,Not Placed
1000556,Pune University,B.Com,Computer Science,1,Male,88.83,18,41,9.18,Placed
1000557,Pune University,MCA,Finance,1,Female,78.89,26,65,4.92,Placed
1000558,JNTU Hyderabad,B.Sc,Mechanical,4,Male,85.52,24,60,8.5,Not Placed
1000559,JNTU Hyderabad,B.Sc,Marketing,4,Male,99.04,10,65,9.84,Not Placed
1000560,Pune University,B.Com,Computer Science,2,Male,90.49,26,50,5.91,Not Placed
1000561,Delhi University,MCA,Data Science,2,Male,56.64,11,57,6.3,Not Placed
1000562,Anna University,B.Sc,Computer Science,3,Male,75.95,14,59,8.87,Placed
1000563,Anna University,MBA,Marketing,4,Male,98.99,19,51,4.79,Not Placed
1000564,JNTU Hyderabad,B.Sc,Data Science,1,Female,85.55,17,42,6.48,Placed
1000565,Delhi University,MCA,Civil,3,Female,63.76,17,32,7.41,Placed
1000566,Anna University,B.Sc,Finance,2,Male,58.72,17,59,9.6,Placed
1000567,Pune University,B.Com,Civil,3,Female,85.36,12,26,5.11,Placed
1000568,Delhi University,MCA,Computer Science,1,Male,79.0,25,56,9.1,Placed
1000569,Mumbai University,B.Com,Civil,3,Male,80.99,25,60,9.95,Not Placed
1000570,Pune University,B.Tech,Finance,1,Male,90.11,23,50,5.21,Not Placed
1000571,Anna University,B.Sc,Marketing,4,Male,97.72,10,30,9.97,Placed
1000572,Anna University,B.Sc,Marketing,2,Male,97.55,22,35,4.84,Placed
1000573,Anna University,B.Sc,Finance,1,Male,90.9,27,23,4.76,Placed
1000574,JNTU Hyderabad,B.Sc,Finance,2,Male,63.77,12,55,6.27,Not Placed
1000575,Anna University,B.Com,Mechanical,2,Female,84.28,15,28,9.29,Placed
1000576,Mumbai University,B.Com,Mechanical,1,Male,69.61,10,67,5.47,Placed
1000577,JNTU Hyderabad,B.Tech,Civil,1,Male,63.68,18,34,8.74,Not Placed
1000578,JNTU Hyderabad,BBA,Finance,3,Female,94.55,14,46,9.96,Not Placed
1000579,Delhi University,B.Tech,Data Science,3,Male,63.3,14,38,4.99,Placed
1000580,JNTU Hyderabad,B.Com,Data Science,2,Female,75.05,24,54,5.95,Placed
1000581,Delhi University,BBA,Civil,1,Female,55.65,15,26,7.55,Placed
1000582,Delhi University,MBA,Data Science,4,Female,75.35,26,36,7.52,Placed
1000583,Delhi University,B.Tech,Marketing,1,Male,77.29,26,54,7.22,Placed
1000584,Pune University,MBA,Data Science,2,Male,63.73,22,54,8.61,Placed
1000585,Delhi University,BBA,Civil,3,Male,74.83,25,40,7.93,Placed
1000586,Delhi University,MCA,Data Science,3,Male,70.35,20,33,7.26,Placed
1000587,Pune University,MBA,Civil,3,Male,58.87,14,54,6.07,Placed
1000588,Anna University,B.Com,Data Science,1,Male,67.82,15,62,4.69,Placed
1000589,Anna University,B.Sc,Civil,2,Female,93.1,20,42,6.89,Placed
1000590,Pune University,B.Com,Mechanical,4,Female,70.11,19,62,5.58,Not Placed
1000591,Delhi University,MBA,Mechanical,4,Female,85.0,29,64,8.13,Not Placed
1000592,JNTU Hyderabad,BBA,Finance,4,Male,75.26,11,60,5.93,Placed
1000593,Pune University,B.Sc,Mechanical,3,Female,91.44,19,57,8.69,Placed
1000594,Pune University,B.Sc,Marketing,1,Female,77.79,18,61,6.16,Placed
1000595,Mumbai University,B.Tech,Civil,3,Female,79.33,16,67,9.4,Placed
1000596,JNTU Hyderabad,B.Com,Data Science,3,Male,91.29,23,20,5.38,Placed
1000597,JNTU Hyderabad,MBA,Finance,3,Female,56.86,13,45,7.06,Placed
1000598,Mumbai University,B.Com,Marketing,2,Female,82.83,27,61,6.88,Placed
1000599,Delhi University,B.Sc,Mechanical,1,Male,65.0,15,45,7.22,Placed
1000600,Mumbai University,MCA,Civil,4,Female,83.1,27,52,9.16,Placed
1000601,Anna University,B.Tech,Mechanical,4,Male,63.69,28,20,5.41,Not Placed
1000602,JNTU Hyderabad,BBA,Mechanical,4,Male,71.29,29,33,7.23,Not Placed
1000603,Delhi University,B.Tech,Data Science,3,Female,87.53,19,24,7.25,Placed
1000604,JNTU Hyderabad,BBA,Civil,4,Male,73.91,28,56,8.1,Placed
1000605,Pune University,B.Tech,Marketing,3,Male,93.53,13,30,9.16,Not Placed
1000606,Delhi University,BBA,Finance,4,Male,79.97,27,44,8.94,Placed
1000607,Delhi University,MBA,Data Science,2,Female,92.16,22,51,8.93,Not Placed
1000608,Delhi University,BBA,Mechanical,2,Male,75.33,19,24,7.12,Not Placed
1000609,JNTU Hyderabad,B.Com,Computer Science,1,Male,98.12,11,46,5.56,Placed
1000610,Anna University,MCA,Data Science,1,Male,82.23,15,56,5.32,Placed
1000611,JNTU Hyderabad,B.Tech,Finance,3,Male,99.12,18,41,4.57,Placed
1000612,Delhi University,MBA,Finance,1,Female,58.46,13,36,5.6,Placed
1000613,Delhi University,B.Sc,Mechanical,1,Female,78.89,27,20,8.38,Placed
1000614,Mumbai University,B.Sc,Civil,3,Male,99.86,15,26,4.9,Placed
