Date,City,State,Avg_Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Weather_Type,Pressure_hPa
2022-02-15,Phoenix,NY,128.6,0.09,94,22.4,Sunny,993
2022-02-16,New York,TX,119.7,3.66,77,16.7,Rainy,980
2022-02-17,Chicago,NY,121.5,5.85,68,13.6,Rainy,1024
2022-02-18,Houston,NY,115.4,0.0,76,3.6,Sunny,986
2022-02-19,Chicago,NY,126.6,1.0,35,4.7,Snow,1010
2022-02-20,Los Angeles,AZ,124.6,3.11,62,20.1,Cloudy,1006
2022-02-21,Los Angeles,IL,127.2,3.42,86,1.9,Cloudy,989
2022-02-22,Chicago,TX,123.9,1.4,60,5.9,Rainy,1027
2022-02-23,Chicago,IL,118.1,0.52,85,7.9,Sunny,1023
2022-02-24,Chicago,CA,128.4,11.53,56,16.5,Rainy,986
2022-02-25,New York,IL,120.6,2.03,38,1.2,Rainy,985
2022-02-26,Chicago,CA,121.0,8.01,84,23.2,Rainy,991
2022-02-27,New York,TX,115.8,2.84,57,19.8,Rainy,988
2022-02-28,Chicago,IL,126.5,2.32,41,6.1,Rainy,1031
2022-03-01,New York,IL,118.9,7.61,66,1.7,Sunny,1030
2022-03-02,Los Angeles,CA,115.8,0.55,70,8.5,Rainy,983
2022-03-03,Phoenix,TX,114.3,2.35,83,8.6,Cloudy,1029
2022-03-04,Houston,TX,128.3,1.93,31,10.2,Cloudy,1005
2022-03-05,Chicago,NY,115.9,0.32,48,7.5,Rainy,996
2022-03-06,New York,CA,109.5,1.1,65,15.2,Rainy,985
2022-03-07,Chicago,CA,119.1,3.82,57,24.7,Sunny,1019
2022-03-08,New York,AZ,114.4,5.02,84,6.8,Rainy,993
2022-03-09,Los Angeles,IL,107.8,1.32,94,17.9,Rainy,1013
2022-03-10,Phoenix,AZ,117.5,2.96,93,5.0,Rainy,1020
2022-03-11,Houston,CA,119.6,0.61,75,6.0,Sunny,1016
2022-03-12,Chicago,AZ,114.3,1.93,72,2.8,Rainy,1001
2022-03-13,Los Angeles,CA,106.1,1.96,83,4.9,Sunny,1011
2022-03-14,Phoenix,TX,115.4,1.08,37,8.6,Sunny,994
2022-03-15,New York,TX,110.8,0.71,86,20.9,Rainy,1000
2022-03-16,Phoenix,NY,111.1,4.89,70,9.8,Sunny,1000
2022-03-17,Los Angeles,AZ,105.2,0.31,35,13.3,Cloudy,1019
2022-03-18,Chicago,IL,111.8,1.43,73,15.2,Cloudy,1015
2022-03-19,Los Angeles,CA,111.5,1.47,43,16.9,Storm,1033
2022-03-20,New York,CA,110.9,1.26,85,21.8,Rainy,995
2022-03-21,Houston,CA,110.4,5.47,94,18.1,Sunny,999
2022-03-22,Houston,CA,113.6,14.81,61,19.6,Rainy,1009
2022-03-23,Chicago,NY,110.7,1.05,63,5.4,Cloudy,1022
2022-03-24,Phoenix,IL,107.3,0.11,73,11.9,Rainy,1017
2022-03-25,Phoenix,NY,102.5,3.68,94,19.4,Cloudy,999
2022-03-26,Houston,IL,107.7,0.79,53,9.0,Sunny,1034
2022-03-27,Phoenix,AZ,104.6,0.26,38,18.5,Sunny,1034
2022-03-28,Phoenix,TX,102.8,0.51,33,23.0,Cloudy,1017
2022-03-29,New York,NY,107.0,3.67,34,24.0,Storm,988
2022-03-30,New York,IL,100.4,13.21,92,23.6,Rainy,997
2022-03-31,Chicago,TX,103.9,2.36,78,15.9,Storm,999
2022-04-01,Los Angeles,CA,98.2,0.96,55,9.5,Rainy,1012
2022-04-02,Houston,CA,104.5,0.25,93,20.5,Sunny,983
2022-04-03,Phoenix,IL,105.3,4.3,54,16.2,Rainy,987
2022-04-04,New York,CA,100.5,0.71,47,15.7,Rainy,991
2022-04-05,Phoenix,IL,99.4,4.59,41,4.1,Snow,1027
2022-04-06,Houston,NY,110.7,0.72,83,1.5,Sunny,1006
2022-04-07,Phoenix,TX,108.2,7.85,62,6.7,Cloudy,1025
2022-04-08,Phoenix,AZ,105.8,1.39,81,7.9,Cloudy,1024
2022-04-09,New York,IL,113.6,2.71,76,11.0,Cloudy,989
2022-04-10,Phoenix,CA,100.4,2.18,79,8.7,Cloudy,1034
2022-04-11,Chicago,AZ,107.6,3.81,44,14.1,Cloudy,1017
2022-04-12,Los Angeles,AZ,106.7,0.92,48,18.2,Sunny,1017
2022-04-13,Los Angeles,NY,114.9,0.55,56,4.7,Cloudy,1030
2022-04-14,New York,AZ,104.3,4.04,31,10.0,Rainy,1009
2022-04-15,Chicago,TX,103.5,10.25,33,14.2,Cloudy,1019
2022-04-16,New York,AZ,98.3,1.34,78,23.6,Rainy,988
2022-04-17,Chicago,CA,101.5,1.89,48,18.3,Storm,985
2022-04-18,Houston,AZ,96.4,0.53,81,7.5,Sunny,1015
2022-04-19,Los Angeles,CA,107.8,4.74,68,10.2,Sunny,1012
2022-04-20,Phoenix,CA,107.8,7.97,89,23.3,Sunny,1013
2022-04-21,Los Angeles,NY,102.5,12.16,63,22.2,Rainy,983
2022-04-22,Houston,IL,101.9,1.88,85,2.1,Sunny,998
2022-04-23,New York,AZ,104.2,5.84,51,23.0,Storm,981
2022-04-24,Los Angeles,TX,96.4,3.15,67,8.6,Cloudy,1031
2022-04-25,Los Angeles,IL,109.3,0.68,51,13.2,Cloudy,985
2022-04-26,New York,AZ,92.0,0.3,84,24.8,Cloudy,1012
2022-04-27,Los Angeles,AZ,102.3,1.04,89,4.7,Cloudy,1028
2022-04-28,Chicago,NY,107.6,0.01,73,17.9,Rainy,1034
2022-04-29,Chicago,TX,99.9,2.43,46,15.5,Rainy,1008
2022-04-30,Phoenix,IL,104.3,0.13,92,4.4,Rainy,1029
2022-05-01,New York,NY,109.9,0.19,76,6.1,Rainy,998
2022-05-02,Phoenix,AZ,110.7,8.66,90,4.0,Rainy,998
2022-05-03,Phoenix,AZ,95.0,6.34,31,10.7,Cloudy,1002
2022-05-04,Phoenix,AZ,111.8,0.52,59,9.5,Rainy,986
2022-05-05,Houston,CA,104.8,3.0,69,5.9,Cloudy,983
2022-05-06,New York,NY,111.7,5.56,38,10.2,Rainy,988
2022-05-07,Houston,AZ,112.9,4.47,34,4.8,Rainy,1022
2022-05-08,Chicago,IL,121.0,2.68,32,6.1,Sunny,1031
2022-05-09,Los Angeles,IL,112.1,5.67,75,21.5,Cloudy,1023
2022-05-10,Los Angeles,CA,112.8,1.13,61,3.5,Rainy,998
2022-05-11,Phoenix,NY,122.7,0.71,70,19.9,Cloudy,995
2022-05-12,Houston,IL,119.8,5.84,68,1.7,Cloudy,1006
2022-05-13,New York,AZ,114.4,0.18,63,12.3,Sunny,991
2022-05-14,Chicago,TX,119.7,1.52,65,23.2,Sunny,1024
2022-05-15,Phoenix,NY,122.1,19.08,30,10.7,Sunny,1015
2022-05-16,Phoenix,AZ,111.8,11.31,55,2.0,Snow,1025
2022-05-17,Houston,AZ,111.8,0.71,59,16.6,Rainy,1005
2022-05-18,Houston,NY,111.8,0.3,50,21.8,Storm,1033
2022-05-19,Phoenix,AZ,115.3,15.42,61,19.2,Cloudy,988
2022-05-20,Los Angeles,IL,112.2,2.04,35,4.2,Sunny,1021
2022-05-21,Houston,CA,121.0,2.58,50,17.3,Storm,1013
2022-05-22,Houston,CA,126.9,0.12,30,1.4,Storm,980
2022-05-23,Houston,TX,113.2,2.59,36,16.6,Sunny,982
2022-05-24,Los Angeles,CA,119.5,3.55,82,14.2,Snow,985
2022-05-25,Los Angeles,NY,109.0,1.06,86,15.0,Rainy,1023
2022-05-26,Los Angeles,CA,113.9,12.04,94,8.3,Cloudy,998
2022-05-27,New York,IL,121.7,4.08,81,10.9,Sunny,1023
2022-05-28,Houston,AZ,111.1,0.43,38,10.4,Sunny,1017
2022-05-29,Los Angeles,IL,115.3,1.54,67,14.1,Cloudy,1010
2022-05-30,New York,IL,114.5,0.3,61,3.4,Storm,1006
2022-05-31,Phoenix,CA,107.2,1.06,80,11.3,Sunny,995
2022-06-01,New York,TX,117.0,2.33,67,3.2,Sunny,1012
2022-06-02,Los Angeles,AZ,115.4,1.29,60,4.7,Cloudy,991
2022-06-03,New York,NY,105.1,1.85,41,22.0,Rainy,1029
2022-06-04,Chicago,IL,111.2,2.39,81,23.3,Sunny,1003
2022-06-05,New York,NY,109.8,2.33,62,22.9,Cloudy,981
2022-06-06,Chicago,AZ,110.7,1.18,93,10.7,Cloudy,1027
2022-06-07,Houston,CA,109.6,4.83,85,18.9,Sunny,984
2022-06-08,Phoenix,CA,121.9,0.44,89,17.4,Cloudy,1033
2022-06-09,Phoenix,TX,115.2,1.78,40,23.6,Sunny,1006
2022-06-10,Houston,IL,114.5,1.14,80,4.6,Cloudy,1010
2022-06-11,Phoenix,TX,116.9,2.6,57,20.2,Rainy,1002
2022-06-12,New York,IL,115.2,0.82,59,2.6,Cloudy,1019
2022-06-13,New York,AZ,111.7,0.58,87,13.3,Cloudy,1010
2022-06-14,New York,CA,109.4,8.41,60,22.3,Sunny,1000
2022-06-15,Chicago,CA,118.9,1.89,38,12.7,Rainy,989
2022-06-16,New York,AZ,127.5,0.95,47,5.0,Sunny,992
2022-06-17,Houston,TX,123.4,3.51,87,8.5,Sunny,1030
2022-06-18,Los Angeles,TX,125.3,3.74,78,12.4,Sunny,1021
2022-06-19,Phoenix,AZ,123.3,5.77,63,16.2,Rainy,1031
2022-06-20,Los Angeles,TX,125.8,9.05,32,18.4,Storm,1007
2022-06-21,Houston,IL,114.0,2.76,75,3.5,Cloudy,1000
2022-06-22,Chicago,CA,115.3,3.1,68,13.8,Sunny,1012
2022-06-23,Houston,CA,116.7,0.33,84,4.3,Cloudy,984
2022-06-24,Houston,IL,114.8,1.22,32,8.3,Rainy,1020
2022-06-25,Los Angeles,TX,116.1,0.85,71,2.9,Cloudy,985
2022-06-26,Houston,IL,112.9,4.42,56,12.8,Sunny,1034
2022-06-27,New York,AZ,117.6,1.72,71,8.7,Rainy,1021
2022-06-28,New York,IL,114.9,0.81,41,23.8,Sunny,1004
2022-06-29,Houston,CA,120.4,4.98,91,16.7,Cloudy,985
2022-06-30,Phoenix,NY,116.4,1.01,74,20.5,Rainy,988
2022-07-01,New York,TX,124.8,0.56,85,1.2,Sunny,996
2022-07-02,New York,NY,125.3,3.14,91,14.9,Sunny,986
2022-07-03,Phoenix,CA,128.4,2.44,39,5.3,Rainy,1021
2022-07-04,Los Angeles,CA,127.0,1.01,37,23.9,Rainy,981
2022-07-05,Phoenix,AZ,126.9,1.24,35,14.0,Cloudy,1029
2022-07-06,Phoenix,TX,127.6,0.29,49,10.8,Cloudy,991
2022-07-07,Chicago,NY,131.7,3.95,71,23.4,Rainy,1033
2022-07-08,Phoenix,CA,129.2,1.66,46,16.5,Rainy,997
2022-07-09,Chicago,CA,134.7,1.59,44,8.1,Sunny,1011
2022-07-10,Phoenix,TX,125.0,1.07,94,16.0,Snow,985
2022-07-11,Los Angeles,TX,138.1,4.1,83,21.8,Storm,987
2022-07-12,New York,TX,139.5,1.2,63,19.4,Cloudy,1014
2022-07-13,New York,AZ,136.2,0.87,32,7.7,Sunny,988
2022-07-14,Los Angeles,NY,131.0,2.22,38,18.4,Rainy,1012
2022-07-15,Houston,TX,134.9,0.49,79,5.3,Rainy,994
2022-07-16,Phoenix,AZ,139.3,2.92,52,13.4,Rainy,1004
2022-07-17,Chicago,NY,138.6,0.21,65,3.9,Rainy,986
2022-07-18,Chicago,NY,144.2,0.13,87,23.9,Storm,998
2022-07-19,Los Angeles,IL,144.9,0.44,55,12.7,Cloudy,1033
2022-07-20,New York,AZ,150.1,1.98,63,1.2,Rainy,1000
2022-07-21,Houston,NY,150.3,3.7,66,24.6,Cloudy,1003
2022-07-22,New York,CA,154.6,4.27,69,14.4,Rainy,1001
2022-07-23,Houston,CA,148.5,2.93,82,9.4,Storm,1032
2022-07-24,New York,CA,147.0,18.6,79,15.8,Cloudy,1026
2022-07-25,Phoenix,AZ,141.7,1.94,70,10.5,Storm,1025
2022-07-26,Los Angeles,CA,151.2,1.52,34,3.1,Cloudy,993
2022-07-27,Houston,CA,145.3,3.54,83,13.7,Sunny,1009
2022-07-28,Phoenix,NY,147.4,4.2,76,19.7,Rainy,1009
2022-07-29,Phoenix,TX,156.1,3.96,81,18.7,Storm,1017
2022-07-30,Los Angeles,CA,148.6,0.02,63,20.1,Rainy,1025
2022-07-31,Chicago,IL,152.5,3.31,83,22.4,Rainy,1002
2022-08-01,Los Angeles,CA,152.0,1.66,37,6.7,Cloudy,1031
2022-08-02,New York,NY,155.7,4.51,49,8.2,Rainy,987
2022-08-03,New York,AZ,147.8,4.41,42,9.8,Rainy,983
2022-08-04,Chicago,CA,160.7,4.4,72,5.1,Cloudy,1009
2022-08-05,Houston,CA,158.8,0.74,54,24.3,Storm,1029
2022-08-06,Chicago,AZ,148.0,2.42,83,2.5,Rainy,1017
2022-08-07,Phoenix,AZ,143.4,0.37,69,10.3,Cloudy,1001
2022-08-08,Chicago,NY,154.0,3.41,54,9.9,Sunny,1033
2022-08-09,Chicago,CA,157.0,2.48,78,20.3,Rainy,1023
2022-08-10,Houston,IL,157.1,0.09,57,5.8,Sunny,993
2022-08-11,Houston,TX,148.9,2.65,71,7.5,Rainy,996
2022-08-12,Phoenix,TX,147.1,2.23,32,22.7,Rainy,988
2022-08-13,Chicago,TX,154.3,3.07,62,14.3,Rainy,1016
2022-08-14,Chicago,CA,142.6,1.18,75,3.0,Sunny,1021
2022-08-15,Phoenix,AZ,154.7,15.84,52,12.9,Cloudy,991
2022-08-16,Chicago,IL,144.8,0.6,48,8.7,Cloudy,988
2022-08-17,Los Angeles,CA,141.0,0.04,83,17.0,Sunny,987
2022-08-18,Los Angeles,AZ,144.2,5.48,69,16.4,Rainy,1023
2022-08-19,Houston,AZ,144.9,2.6,40,8.1,Snow,999
2022-08-20,Chicago,NY,152.8,0.46,90,24.5,Cloudy,996
2022-08-21,Houston,CA,144.4,2.63,88,10.6,Cloudy,982
2022-08-22,Phoenix,IL,146.2,12.2,44,23.6,Rainy,990
2022-08-23,Phoenix,CA,147.2,0.4,78,11.7,Rainy,997
2022-08-24,Los Angeles,IL,145.8,0.11,78,7.4,Sunny,1011
2022-08-25,Houston,TX,147.1,7.54,94,19.6,Cloudy,1013
2022-08-26,Los Angeles,IL,140.4,4.08,83,8.2,Storm,1018
2022-08-27,New York,IL,133.9,3.54,63,13.9,Sunny,986
2022-08-28,Chicago,AZ,132.1,0.01,30,18.3,Cloudy,998
2022-08-29,New York,IL,136.2,0.43,47,18.7,Rainy,982
2022-08-30,New York,IL,138.5,0.84,71,11.6,Cloudy,980
2022-08-31,Chicago,TX,140.3,7.88,81,18.6,Snow,1004
2022-09-01,Chicago,CA,131.2,1.14,93,3.1,Rainy,1032
2022-09-02,New York,CA,133.9,8.38,77,21.5,Snow,997
2022-09-03,Phoenix,IL,130.8,0.77,80,12.3,Sunny,1027
2022-09-04,Chicago,AZ,136.7,8.08,88,18.3,Cloudy,1030
2022-09-05,New York,NY,127.2,5.31,48,2.6,Sunny,1011
2022-09-06,Los Angeles,IL,132.5,7.3,42,3.2,Sunny,1004
2022-09-07,Houston,AZ,137.5,2.42,77,11.4,Rainy,1014
2022-09-08,New York,NY,126.1,0.91,70,20.8,Cloudy,1028
2022-09-09,Houston,AZ,140.7,0.12,78,16.9,Sunny,1011
2022-09-10,Los Angeles,NY,136.2,9.68,61,6.5,Cloudy,1030
2022-09-11,Los Angeles,IL,146.6,7.08,39,15.8,Rainy,1029
2022-09-12,Los Angeles,NY,139.1,3.24,87,18.9,Rainy,1001
2022-09-13,Chicago,TX,141.4,5.93,68,2.5,Sunny,987
2022-09-14,Phoenix,AZ,129.1,1.04,69,8.7,Cloudy,1033
2022-09-15,Chicago,CA,136.0,4.14,94,22.0,Cloudy,1001
2022-09-16,New York,TX,135.3,1.46,45,18.0,Cloudy,1023
2022-09-17,Los Angeles,CA,141.2,0.53,89,2.9,Cloudy,990
2022-09-18,Los Angeles,IL,139.4,6.14,32,21.1,Cloudy,1006
2022-09-19,New York,AZ,133.9,2.05,33,24.3,Rainy,988
2022-09-20,Phoenix,TX,140.4,12.08,42,16.6,Rainy,982
2022-09-21,Phoenix,TX,132.1,0.48,73,13.9,Storm,1018
2022-09-22,New York,NY,139.6,8.86,46,16.5,Cloudy,1012
2022-09-23,Chicago,AZ,128.8,1.05,68,17.9,Sunny,1005
2022-09-24,Los Angeles,CA,129.1,0.68,37,16.9,Storm,1005
2022-09-25,Phoenix,IL,139.7,3.17,35,24.1,Rainy,995
2022-09-26,Chicago,AZ,142.7,0.13,90,6.4,Sunny,1012
2022-09-27,Houston,CA,129.4,2.13,44,24.4,Rainy,1001
2022-09-28,Houston,NY,133.7,9.16,79,9.0,Cloudy,987
2022-09-29,Los Angeles,NY,133.1,16.45,43,19.0,Cloudy,980
2022-09-30,Phoenix,AZ,139.0,3.35,45,20.8,Rainy,983
2022-10-01,Houston,CA,128.6,0.89,31,1.9,Storm,1009
2022-10-02,Chicago,NY,132.0,0.59,94,8.0,Rainy,1030
2022-10-03,New York,CA,134.0,3.89,31,15.0,Sunny,1034
2022-10-04,New York,CA,129.5,1.57,93,7.9,Sunny,996
2022-10-05,Los Angeles,IL,128.2,2.98,71,23.5,Rainy,1006
2022-10-06,Los Angeles,TX,138.1,0.41,67,19.6,Storm,1034
2022-10-07,Los Angeles,IL,139.7,2.71,35,3.4,Sunny,998
2022-10-08,Los Angeles,AZ,141.8,3.51,70,12.1,Cloudy,999
2022-10-09,New York,NY,138.4,6.87,57,6.3,Storm,999
2022-10-10,Chicago,IL,139.7,0.54,55,19.6,Rainy,1015
2022-10-11,Houston,AZ,140.4,5.09,92,22.4,Snow,1020
2022-10-12,Chicago,CA,131.5,0.95,92,22.8,Sunny,1034
2022-10-13,New York,TX,129.1,1.4,44,24.0,Rainy,1028
2022-10-14,Houston,TX,139.5,1.63,53,5.8,Rainy,982
2022-10-15,Chicago,NY,126.4,0.43,30,3.3,Cloudy,994
2022-10-16,Phoenix,CA,138.4,2.93,31,13.5,Sunny,1029
2022-10-17,Los Angeles,TX,134.2,0.62,85,19.1,Cloudy,1000
2022-10-18,Phoenix,TX,136.8,1.16,54,11.1,Cloudy,1026
2022-10-19,Houston,IL,128.7,0.39,62,10.1,Sunny,991
2022-10-20,Phoenix,TX,129.6,1.49,71,10.6,Sunny,1015
2022-10-21,Los Angeles,IL,126.4,2.33,52,5.5,Sunny,1011
2022-10-22,Houston,IL,137.3,8.16,58,24.9,Cloudy,981
2022-10-23,Phoenix,NY,128.3,1.63,36,14.3,Cloudy,995
2022-10-24,Houston,NY,136.1,5.29,73,5.7,Storm,984
2022-10-25,Chicago,CA,126.2,1.07,89,7.8,Cloudy,986
2022-10-26,Los Angeles,TX,137.1,1.66,78,6.8,Storm,993
2022-10-27,Chicago,IL,122.2,0.22,83,21.5,Sunny,1033
2022-10-28,Chicago,CA,124.3,2.76,72,23.0,Sunny,999
2022-10-29,Chicago,IL,127.4,4.11,79,15.4,Storm,1016
2022-10-30,Los Angeles,CA,135.0,1.78,36,24.0,Sunny,1032
2022-10-31,Los Angeles,TX,132.9,1.02,60,9.1,Cloudy,1028
2022-11-01,Phoenix,AZ,122.8,1.19,94,16.1,Cloudy,1027
2022-11-02,Los Angeles,TX,127.2,3.25,66,20.3,Sunny,991
2022-11-03,New York,NY,139.2,0.78,42,17.3,Sunny,1005
2022-11-04,New York,CA,131.7,4.58,76,14.0,Storm,1002
2022-11-05,Los Angeles,TX,123.3,4.19,84,9.7,Sunny,1023
2022-11-06,Phoenix,TX,123.5,0.72,47,24.9,Storm,989
2022-11-07,Los Angeles,NY,126.8,4.7,59,23.6,Sunny,1022
2022-11-08,Los Angeles,TX,133.3,0.69,48,18.5,Sunny,1033
2022-11-09,Houston,NY,122.6,0.08,85,6.9,Sunny,1022
2022-11-10,Phoenix,CA,119.7,3.58,83,23.5,Storm,1034
2022-11-11,Phoenix,CA,128.9,1.17,68,19.6,Rainy,986
2022-11-12,Houston,TX,116.2,0.62,34,7.3,Rainy,981
2022-11-13,Phoenix,NY,117.1,0.27,40,7.8,Rainy,1028
2022-11-14,Houston,NY,119.8,2.94,90,13.3,Rainy,1006
2022-11-15,Los Angeles,CA,119.4,1.14,49,11.3,Cloudy,1031
2022-11-16,Los Angeles,CA,119.7,1.16,86,3.5,Sunny,983
2022-11-17,Phoenix,AZ,116.0,5.91,44,7.6,Snow,984
2022-11-18,Phoenix,CA,123.4,0.27,78,8.4,Sunny,1024
2022-11-19,Los Angeles,TX,118.6,2.04,82,12.6,Rainy,991
2022-11-20,Houston,TX,114.3,2.34,38,22.6,Rainy,1026
2022-11-21,Los Angeles,CA,112.9,0.24,50,9.1,Rainy,1033
2022-11-22,Houston,IL,107.7,0.04,69,16.9,Cloudy,987
2022-11-23,Chicago,NY,111.1,8.3,80,15.9,Cloudy,1005
2022-11-24,Phoenix,IL,123.6,1.13,40,1.6,Storm,993
2022-11-25,Phoenix,AZ,120.8,1.69,59,13.0,Sunny,1001
2022-11-26,Houston,TX,119.9,2.91,81,9.6,Storm,1005
2022-11-27,Phoenix,AZ,110.4,7.38,81,21.9,Cloudy,985
2022-11-28,Los Angeles,CA,117.9,1.28,37,7.1,Sunny,1017
2022-11-29,Chicago,NY,109.2,10.29,47,5.3,Storm,1000
2022-11-30,Phoenix,IL,110.9,3.87,84,6.1,Sunny,1034
2022-12-01,Phoenix,CA,122.1,0.01,73,11.0,Storm,981
2022-12-02,New York,AZ,120.5,2.5,54,11.3,Sunny,989
2022-12-03,New York,NY,125.5,0.93,75,14.8,Cloudy,992
2022-12-04,Los Angeles,TX,129.6,2.07,43,19.9,Storm,993
2022-12-05,Los Angeles,IL,119.1,4.97,54,3.6,Rainy,1014
2022-12-06,Chicago,NY,119.1,4.64,47,5.3,Cloudy,1002
2022-12-07,Phoenix,NY,126.6,1.71,39,10.6,Cloudy,1003
2022-12-08,New York,NY,120.7,0.99,69,24.9,Sunny,1010
2022-12-09,Phoenix,NY,126.0,0.48,94,9.2,Sunny,1031
2022-12-10,Phoenix,CA,129.9,5.03,80,1.6,Sunny,1022
2022-12-11,Phoenix,NY,126.4,1.61,74,24.9,Sunny,980
2022-12-12,Los Angeles,NY,130.6,1.68,87,3.9,Sunny,1030
2022-12-13,New York,NY,132.1,1.6,47,20.8,Rainy,1015
2022-12-14,Phoenix,CA,134.4,1.32,38,18.2,Rainy,1004
2022-12-15,Phoenix,CA,126.3,2.33,33,1.3,Rainy,1008
2022-12-16,Phoenix,CA,133.0,0.97,70,2.9,Sunny,1009
2022-12-17,Phoenix,TX,130.0,2.29,78,12.8,Cloudy,1034
2022-12-18,Houston,CA,132.6,0.19,57,1.7,Rainy,1010
2022-12-19,Los Angeles,AZ,138.1,5.89,58,15.9,Storm,1030
2022-12-20,Houston,CA,140.1,1.96,41,9.6,Sunny,1012
2022-12-21,Chicago,IL,134.3,8.45,50,22.6,Rainy,1020
2022-12-22,New York,TX,136.1,1.23,86,19.6,Rainy,1019
2022-12-23,Los Angeles,AZ,136.9,1.55,61,18.0,Sunny,1026
2022-12-24,Los Angeles,IL,136.8,4.9,75,7.4,Rainy,1030
2022-12-25,Phoenix,TX,137.2,8.77,54,9.5,Rainy,1007
2022-12-26,Phoenix,AZ,133.1,6.69,31,8.0,Cloudy,1001
2022-12-27,Chicago,NY,128.6,9.19,84,6.0,Sunny,1005
2022-12-28,New York,TX,131.4,2.34,54,17.6,Snow,1013
2022-12-29,Chicago,CA,136.5,2.21,80,9.2,Rainy,1034
2022-12-30,New York,NY,127.5,2.93,41,13.9,Rainy,1021
2022-12-31,Phoenix,AZ,138.5,10.8,80,21.8,Storm,1026
2023-01-01,Houston,NY,136.4,0.08,46,22.5,Sunny,1020
2023-01-02,Los Angeles,CA,131.8,2.67,79,23.5,Cloudy,1018
2023-01-03,New York,AZ,128.0,0.74,91,1.6,Cloudy,1034
2023-01-04,Houston,NY,130.9,3.28,89,11.9,Sunny,1033
2023-01-05,Houston,CA,131.2,0.16,60,14.9,Cloudy,984
2023-01-06,Phoenix,CA,129.1,3.98,60,10.3,Sunny,1018
2023-01-07,New York,CA,131.8,0.43,35,10.6,Sunny,1005
2023-01-08,Chicago,CA,127.3,1.72,85,24.5,Storm,1018
2023-01-09,Los Angeles,NY,125.9,1.5,42,1.5,Cloudy,1008
2023-01-10,Los Angeles,IL,125.4,1.8,92,17.2,Cloudy,999
2023-01-11,Chicago,NY,122.4,0.72,83,20.5,Sunny,989
2023-01-12,Chicago,AZ,131.8,4.37,86,22.8,Rainy,1024
2023-01-13,Phoenix,CA,128.3,0.05,60,12.4,Rainy,1028
2023-01-14,Los Angeles,TX,138.7,0.52,76,10.6,Sunny,997
2023-01-15,Phoenix,NY,130.5,0.64,76,19.6,Storm,980
2023-01-16,Los Angeles,TX,121.8,3.66,66,17.1,Cloudy,989
2023-01-17,Los Angeles,AZ,129.9,9.04,36,10.0,Sunny,999
2023-01-18,Houston,AZ,131.7,5.44,39,15.4,Rainy,1013
2023-01-19,Los Angeles,AZ,124.3,2.48,49,8.0,Rainy,995
2023-01-20,Houston,NY,130.5,0.66,63,18.6,Sunny,1007
2023-01-21,New York,AZ,127.7,0.91,75,18.7,Sunny,1026
2023-01-22,Houston,NY,136.0,3.14,79,4.0,Rainy,1024
2023-01-23,New York,IL,132.0,2.83,67,23.4,Sunny,1020
2023-01-24,Houston,CA,132.0,2.54,55,7.7,Rainy,1017
2023-01-25,Los Angeles,IL,128.0,2.86,69,18.3,Rainy,1012
2023-01-26,Los Angeles,NY,136.7,0.57,44,16.4,Sunny,1033
2023-01-27,Phoenix,TX,136.2,7.14,51,13.9,Sunny,987
2023-01-28,Houston,AZ,133.9,0.46,35,3.1,Cloudy,1025
2023-01-29,Los Angeles,NY,135.7,4.23,38,1.1,Sunny,997
2023-01-30,Houston,TX,127.3,0.85,90,24.7,Cloudy,1033
2023-01-31,Los Angeles,TX,133.7,0.52,40,16.7,Sunny,1000
2023-02-01,New York,IL,132.8,6.1,31,3.9,Sunny,1005
2023-02-02,New York,IL,129.2,4.8,61,1.7,Cloudy,980
2023-02-03,Phoenix,AZ,127.6,4.19,33,14.8,Sunny,1013
2023-02-04,Chicago,CA,132.0,0.4,80,23.1,Rainy,1021
2023-02-05,Chicago,CA,124.3,5.31,64,23.0,Storm,1028
2023-02-06,New York,AZ,135.2,0.39,62,22.5,Sunny,1022
2023-02-07,New York,TX,132.0,3.42,86,6.6,Snow,982
2023-02-08,Los Angeles,AZ,127.9,7.59,84,7.2,Cloudy,1018
2023-02-09,Phoenix,CA,132.3,0.19,66,16.3,Rainy,1025
2023-02-10,Houston,TX,128.8,0.84,58,2.7,Cloudy,1028
2023-02-11,Los Angeles,TX,131.6,0.9,56,24.0,Storm,1001
2023-02-12,New York,NY,133.6,0.46,57,8.9,Sunny,1030
2023-02-13,Chicago,NY,130.3,2.55,63,23.6,Rainy,991
2023-02-14,New York,TX,142.6,1.44,90,13.4,Storm,1006
2023-02-15,Houston,TX,137.3,0.5,63,13.9,Sunny,1014
2023-02-16,Los Angeles,NY,144.3,0.38,41,9.6,Cloudy,1028
2023-02-17,New York,NY,145.5,1.78,70,9.7,Rainy,987
2023-02-18,Phoenix,TX,134.9,0.23,44,1.7,Rainy,986
2023-02-19,Phoenix,TX,140.2,0.34,61,5.9,Rainy,1001
2023-02-20,Houston,IL,141.7,0.48,83,3.6,Cloudy,1034
2023-02-21,New York,NY,129.5,0.4,91,12.9,Cloudy,1011
2023-02-22,New York,TX,131.3,0.92,52,7.3,Rainy,1017
2023-02-23,Chicago,AZ,143.5,0.79,52,12.9,Cloudy,1010
2023-02-24,New York,AZ,136.1,6.74,74,15.7,Sunny,1027
2023-02-25,Houston,CA,142.8,1.96,70,3.3,Cloudy,1010
