Date,City,State,Property_Type,Bedrooms,Bathrooms,Area_sqft,Property_Price_USD,Year_Built,Sale_Status
2020-01-24,Chicago,IL,Villa,1,3,2381,423453,1990,Sold
2020-01-25,Miami,IL,Condo,1,4,1005,423209,2004,Available
2020-01-26,Miami,TX,Townhouse,4,1,2965,423033,2011,Available
2020-01-27,New York,FL,Condo,5,4,2797,423266,1980,Sold
2020-01-28,Houston,IL,Townhouse,4,4,2137,423585,1992,Sold
2020-01-29,Miami,FL,Apartment,3,2,2647,425669,1992,Sold
2020-01-30,Chicago,NY,Apartment,1,1,3055,423933,1987,Available
2020-01-31,Los Angeles,TX,Villa,2,4,3973,424457,2012,Available
2020-02-01,Miami,CA,Townhouse,4,2,1850,425408,2000,Available
2020-02-02,Chicago,TX,Villa,1,3,2123,425346,1998,Sold
2020-02-03,Chicago,CA,Apartment,5,3,967,423604,2006,Sold
2020-02-04,Houston,TX,Condo,2,3,677,423967,2012,Available
2020-02-05,Los Angeles,TX,Apartment,5,4,3642,422624,1996,Available
2020-02-06,New York,IL,Apartment,5,2,3921,423493,1996,Sold
2020-02-07,Miami,TX,Condo,3,4,2663,424236,2014,Sold
2020-02-08,Los Angeles,TX,Condo,2,4,1012,425398,2015,Sold
2020-02-09,Houston,IL,Apartment,3,3,3913,428140,1983,Sold
2020-02-10,New York,IL,Condo,3,3,2289,430566,1986,Sold
2020-02-11,Houston,CA,Condo,3,3,1828,432442,1988,Sold
2020-02-12,Chicago,IL,Villa,2,3,1221,434421,1998,Sold
2020-02-13,Chicago,TX,Villa,4,2,2835,433815,2004,Available
2020-02-14,Miami,TX,Villa,1,2,811,435053,2016,Sold
2020-02-15,Houston,FL,Townhouse,5,3,2779,437004,2017,Available
2020-02-16,Chicago,FL,Townhouse,1,4,876,436381,2020,Sold
2020-02-17,New York,NY,Townhouse,1,4,3435,434902,1997,Available
2020-02-18,New York,IL,Townhouse,2,2,2660,434387,2012,Sold
2020-02-19,Los Angeles,NY,Condo,2,3,1372,435307,2002,Sold
2020-02-20,Miami,NY,Condo,4,1,2118,437048,2003,Sold
2020-02-21,Houston,FL,Apartment,2,4,3249,439048,2004,Available
2020-02-22,Miami,CA,Apartment,2,1,1719,437858,2014,Sold
2020-02-23,Miami,NY,Villa,5,1,3342,438460,1984,Available
2020-02-24,Houston,TX,Apartment,5,3,2277,441360,1981,Sold
2020-02-25,Los Angeles,CA,Townhouse,5,3,2858,441527,2003,Available
2020-02-26,Los Angeles,FL,Apartment,1,2,3462,443472,1993,Available
2020-02-27,Los Angeles,FL,Condo,2,4,2683,443067,1997,Sold
2020-02-28,Houston,NY,Condo,1,4,1498,446023,1999,Available
2020-02-29,Los Angeles,CA,Apartment,2,3,3390,444385,2000,Sold
2020-03-01,Chicago,IL,Apartment,4,3,3204,445268,2002,Sold
2020-03-02,Houston,CA,Villa,4,2,1677,446876,1999,Available
2020-03-03,Los Angeles,TX,Townhouse,2,1,866,449736,1994,Sold
2020-03-04,New York,CA,Townhouse,3,1,2335,452663,1992,Available
2020-03-05,Miami,CA,Apartment,5,3,2128,453313,1986,Sold
2020-03-06,New York,TX,Apartment,2,2,922,454131,2004,Sold
2020-03-07,New York,FL,Apartment,1,4,1352,453212,2019,Available
2020-03-08,Los Angeles,TX,Villa,5,3,3480,452401,1985,Sold
2020-03-09,Houston,CA,Condo,1,2,3246,453607,2016,Sold
2020-03-10,Los Angeles,TX,Townhouse,5,1,791,455433,2016,Available
2020-03-11,Houston,IL,Apartment,3,2,2241,455527,2022,Available
2020-03-12,Los Angeles,TX,Condo,4,3,3946,458121,2013,Available
2020-03-13,Houston,CA,Apartment,5,4,2042,458682,2001,Available
2020-03-14,Chicago,IL,Apartment,5,4,1110,460561,1994,Available
2020-03-15,Los Angeles,TX,Villa,4,1,1604,461267,1999,Sold
2020-03-16,Houston,CA,Condo,5,2,2124,459699,2015,Sold
2020-03-17,Los Angeles,TX,Apartment,5,2,3924,458650,2010,Sold
2020-03-18,New York,FL,Villa,2,4,2814,457547,1985,Sold
2020-03-19,Miami,IL,Apartment,1,2,1230,458573,2001,Available
2020-03-20,New York,TX,Condo,1,4,3341,459187,1991,Sold
2020-03-21,Miami,NY,Condo,1,3,1115,462060,2001,Available
2020-03-22,Los Angeles,CA,Apartment,3,2,2730,462468,1980,Available
2020-03-23,New York,CA,Condo,4,2,3506,464818,2008,Available
2020-03-24,New York,IL,Villa,2,4,610,464498,2003,Sold
2020-03-25,Houston,CA,Apartment,2,1,3782,467455,1989,Sold
2020-03-26,Miami,CA,Apartment,1,3,3008,467845,2011,Sold
2020-03-27,Miami,FL,Condo,4,2,2990,465956,1981,Sold
2020-03-28,New York,CA,Condo,4,1,1157,464549,2001,Available
2020-03-29,Houston,IL,Villa,5,2,1149,464710,2019,Sold
2020-03-30,Los Angeles,IL,Townhouse,4,3,724,463399,2008,Sold
2020-03-31,Miami,TX,Villa,2,3,1398,462810,1998,Sold
2020-04-01,Chicago,CA,Condo,1,2,1207,460851,2009,Sold
2020-04-02,New York,NY,Townhouse,2,4,3125,460386,1995,Available
2020-04-03,New York,IL,Townhouse,2,2,2279,461111,1991,Available
2020-04-04,Houston,CA,Villa,3,1,2489,459727,1992,Sold
2020-04-05,Miami,TX,Apartment,5,3,3176,460468,1987,Sold
2020-04-06,Miami,TX,Townhouse,2,3,2049,458972,2003,Sold
2020-04-07,Houston,FL,Condo,4,4,2453,460092,1984,Sold
2020-04-08,New York,FL,Condo,4,4,3255,462868,2006,Sold
2020-04-09,New York,NY,Townhouse,2,4,2094,462282,2008,Sold
2020-04-10,Houston,IL,Condo,4,3,3068,463249,1998,Available
2020-04-11,Chicago,IL,Townhouse,2,2,798,462741,2017,Sold
2020-04-12,Chicago,FL,Townhouse,5,1,844,464596,2007,Available
2020-04-13,Miami,TX,Townhouse,5,2,661,463225,1986,Sold
2020-04-14,Los Angeles,TX,Condo,3,1,1953,464758,2020,Sold
2020-04-15,Los Angeles,FL,Condo,1,2,3430,467648,1984,Sold
2020-04-16,New York,IL,Apartment,4,3,2611,469551,2007,Sold
2020-04-17,Los Angeles,CA,Condo,4,2,3759,470318,1987,Available
2020-04-18,Miami,NY,Apartment,3,2,2168,470154,1987,Available
2020-04-19,Chicago,FL,Condo,2,2,2434,472458,2009,Sold
2020-04-20,Houston,NY,Villa,4,2,3057,472194,2005,Sold
2020-04-21,Chicago,IL,Villa,3,1,3593,472214,2002,Available
2020-04-22,Los Angeles,NY,Condo,1,4,3688,470695,1992,Sold
2020-04-23,Houston,CA,Condo,4,3,2328,470966,2018,Available
2020-04-24,Chicago,FL,Condo,2,2,2319,469354,2006,Sold
2020-04-25,New York,TX,Villa,4,4,1139,468925,2021,Available
2020-04-26,New York,IL,Villa,2,3,1626,468768,1987,Sold
2020-04-27,Chicago,TX,Townhouse,5,3,2886,471209,1982,Available
2020-04-28,Chicago,TX,Townhouse,2,4,2133,472088,2017,Sold
2020-04-29,Houston,NY,Apartment,5,4,1732,471128,2020,Sold
2020-04-30,Miami,TX,Condo,1,1,3949,471983,1985,Sold
2020-05-01,Houston,NY,Villa,2,4,2638,471744,1985,Sold
2020-05-02,New York,TX,Villa,4,4,1571,469886,1982,Sold
2020-05-03,Los Angeles,IL,Townhouse,2,2,1708,468526,1984,Sold
2020-05-04,Chicago,TX,Apartment,4,2,2807,470820,1985,Available
2020-05-05,Los Angeles,TX,Villa,3,1,1234,473649,1987,Sold
2020-05-06,Miami,IL,Townhouse,1,1,1737,473868,2014,Sold
2020-05-07,Chicago,TX,Townhouse,2,4,1747,474732,2013,Available
2020-05-08,Chicago,TX,Apartment,5,3,1978,477143,1999,Sold
2020-05-09,Los Angeles,FL,Condo,4,4,3099,478791,1990,Available
2020-05-10,Chicago,IL,Villa,3,2,2648,479146,1998,Sold
2020-05-11,Chicago,NY,Townhouse,1,2,2507,482082,1981,Available
2020-05-12,Chicago,IL,Villa,5,3,881,481141,1991,Sold
2020-05-13,Chicago,IL,Villa,3,2,3802,480666,2016,Sold
2020-05-14,Los Angeles,CA,Condo,2,1,3035,483188,1980,Sold
2020-05-15,Miami,TX,Condo,2,1,1445,485974,1990,Sold
2020-05-16,Los Angeles,TX,Condo,5,4,2373,485531,1995,Sold
2020-05-17,Miami,IL,Townhouse,4,3,920,486154,2018,Sold
2020-05-18,Los Angeles,FL,Apartment,1,3,2070,488687,2010,Sold
2020-05-19,Los Angeles,FL,Townhouse,1,2,1539,486753,2006,Available
2020-05-20,Houston,NY,Villa,5,4,3447,486831,2014,Available
2020-05-21,Chicago,CA,Townhouse,2,3,2844,486837,2001,Available
2020-05-22,Houston,FL,Townhouse,3,1,3449,487988,1997,Sold
2020-05-23,New York,CA,Apartment,5,1,1981,489391,1982,Available
2020-05-24,New York,TX,Condo,3,1,3966,491268,1992,Sold
2020-05-25,Chicago,IL,Townhouse,2,4,802,490735,1998,Sold
2020-05-26,Miami,CA,Villa,1,1,3642,491168,2022,Sold
2020-05-27,Miami,FL,Condo,4,4,2619,489611,2003,Sold
2020-05-28,Los Angeles,FL,Townhouse,2,3,1403,491227,2020,Sold
2020-05-29,Miami,IL,Villa,2,1,3274,491897,1999,Sold
2020-05-30,Houston,TX,Apartment,2,2,3852,493775,1985,Sold
2020-05-31,Chicago,CA,Apartment,1,3,3051,495079,1995,Available
2020-06-01,Los Angeles,NY,Villa,3,2,1536,493159,2014,Available
2020-06-02,Miami,NY,Apartment,4,3,2382,495890,2019,Available
2020-06-03,Los Angeles,TX,Villa,1,3,1054,494536,2008,Sold
2020-06-04,Los Angeles,IL,Condo,3,3,2354,494957,2022,Sold
2020-06-05,Houston,IL,Villa,3,2,3778,495942,1986,Available
2020-06-06,Miami,FL,Apartment,2,4,1034,498155,1990,Available
2020-06-07,New York,CA,Villa,5,3,3186,498054,1985,Sold
2020-06-08,Houston,IL,Townhouse,2,2,3042,499396,2003,Sold
2020-06-09,New York,IL,Villa,4,3,3869,500837,2017,Sold
2020-06-10,Miami,IL,Villa,3,3,3430,499522,1987,Sold
2020-06-11,Houston,FL,Villa,1,4,2430,499080,1980,Available
2020-06-12,Chicago,NY,Townhouse,4,1,959,501662,2018,Sold
2020-06-13,Miami,NY,Condo,1,4,1075,499679,2019,Available
2020-06-14,Houston,NY,Apartment,2,4,1977,500281,1989,Sold
2020-06-15,New York,NY,Villa,3,1,2055,502201,1987,Sold
2020-06-16,New York,IL,Condo,4,3,3129,501254,1980,Available
2020-06-17,Chicago,TX,Villa,5,4,3221,502207,2020,Sold
2020-06-18,Chicago,FL,Townhouse,3,2,2197,503357,2008,Sold
2020-06-19,New York,IL,Apartment,2,4,933,501936,2005,Sold
2020-06-20,Los Angeles,IL,Apartment,3,4,794,504443,2010,Sold
2020-06-21,Los Angeles,IL,Villa,3,2,2079,502646,2000,Sold
2020-06-22,Miami,IL,Townhouse,1,4,1660,503071,1986,Available
2020-06-23,New York,FL,Condo,3,3,3046,502883,1984,Available
2020-06-24,Los Angeles,FL,Townhouse,3,1,2634,505440,1995,Sold
2020-06-25,Los Angeles,FL,Villa,1,1,1507,503930,2018,Sold
2020-06-26,Los Angeles,CA,Condo,1,1,1842,502152,1995,Available
2020-06-27,Chicago,TX,Condo,5,2,1189,503644,1991,Available
2020-06-28,Los Angeles,IL,Apartment,1,3,1519,502909,1983,Sold
2020-06-29,Los Angeles,IL,Villa,2,4,2563,504393,1991,Sold
2020-06-30,Miami,TX,Apartment,3,2,619,506056,1995,Sold
2020-07-01,Houston,FL,Apartment,1,2,1848,504519,2006,Sold
2020-07-02,Houston,IL,Townhouse,5,2,3886,503803,1988,Sold
2020-07-03,Chicago,IL,Townhouse,4,3,978,502635,1998,Sold
2020-07-04,Los Angeles,CA,Villa,4,3,1263,504424,1998,Sold
2020-07-05,New York,IL,Villa,2,2,1481,504359,2005,Available
2020-07-06,Miami,NY,Apartment,3,4,1888,503142,1998,Available
2020-07-07,Los Angeles,IL,Condo,5,1,2349,504341,1984,Available
2020-07-08,Los Angeles,NY,Condo,4,3,1477,505918,2010,Sold
2020-07-09,Miami,IL,Villa,5,2,3854,507739,2000,Sold
2020-07-10,Chicago,IL,Townhouse,4,2,1934,507951,2016,Available
2020-07-11,Miami,IL,Apartment,1,2,3021,509970,1994,Available
2020-07-12,Miami,NY,Villa,1,1,1272,508081,1988,Sold
2020-07-13,Chicago,TX,Villa,1,4,1772,507609,1982,Sold
2020-07-14,Houston,NY,Apartment,2,3,1679,505997,2006,Sold
2020-07-15,Chicago,CA,Apartment,5,4,3179,508011,1991,Available
2020-07-16,Los Angeles,CA,Apartment,3,2,1429,509663,1984,Available
2020-07-17,Chicago,FL,Townhouse,3,2,2232,508231,2005,Sold
2020-07-18,Houston,NY,Condo,1,2,2694,507782,1980,Sold
2020-07-19,Houston,NY,Villa,1,1,3164,508310,1989,Available
2020-07-20,Los Angeles,CA,Villa,2,1,3858,509123,2016,Available
2020-07-21,Miami,CA,Villa,3,1,1024,510026,2015,Sold
2020-07-22,Los Angeles,NY,Townhouse,4,3,3577,508789,2016,Sold
2020-07-23,Chicago,IL,Condo,1,3,2787,508192,1980,Available
2020-07-24,Houston,IL,Townhouse,2,1,664,511161,1997,Available
2020-07-25,Houston,TX,Townhouse,4,1,1355,512073,2012,Sold
2020-07-26,Chicago,TX,Townhouse,5,1,640,513422,1983,Sold
2020-07-27,Chicago,FL,Condo,1,2,2690,513202,2010,Sold
2020-07-28,Los Angeles,CA,Townhouse,3,3,2635,512900,2012,Sold
2020-07-29,Houston,IL,Villa,1,1,2873,511531,2003,Available
2020-07-30,Miami,NY,Villa,1,4,3668,514344,2018,Sold
2020-07-31,New York,IL,Villa,3,4,2226,512765,1983,Sold
2020-08-01,Los Angeles,FL,Townhouse,3,4,845,515678,2013,Sold
2020-08-02,Houston,TX,Townhouse,1,2,2774,514422,1983,Available
2020-08-03,Chicago,IL,Apartment,5,2,3510,515856,2011,Available
2020-08-04,Miami,CA,Apartment,2,3,2695,518573,2013,Sold
2020-08-05,Los Angeles,CA,Apartment,3,2,2719,521401,2008,Sold
2020-08-06,Los Angeles,TX,Townhouse,4,2,1255,521250,2000,Sold
2020-08-07,Miami,CA,Villa,2,2,2456,520473,2012,Sold
2020-08-08,Chicago,NY,Villa,5,2,3123,520539,2000,Sold
2020-08-09,Houston,NY,Townhouse,5,3,3248,520078,1985,Sold
2020-08-10,New York,CA,Condo,1,3,3343,518206,1980,Sold
2020-08-11,Chicago,TX,Townhouse,5,2,615,518290,1986,Sold
2020-08-12,Houston,CA,Villa,1,2,1857,517209,2020,Available
2020-08-13,New York,TX,Townhouse,2,2,893,515802,1998,Sold
2020-08-14,Los Angeles,FL,Villa,5,2,3479,513950,1995,Available
2020-08-15,New York,CA,Condo,2,4,3997,513424,2003,Sold
2020-08-16,Miami,TX,Condo,5,3,1741,511456,1983,Sold
2020-08-17,Los Angeles,FL,Apartment,5,3,2227,511924,1982,Sold
2020-08-18,Los Angeles,TX,Villa,3,1,2117,514410,2010,Sold
2020-08-19,New York,TX,Villa,3,4,3283,516957,2015,Available
2020-08-20,New York,IL,Apartment,1,3,1158,518692,1984,Available
2020-08-21,Chicago,TX,Townhouse,3,4,681,517701,1999,Available
2020-08-22,New York,CA,Townhouse,3,1,573,518293,1993,Sold
2020-08-23,Chicago,NY,Villa,5,2,3712,517805,1997,Available
2020-08-24,New York,IL,Villa,5,4,540,518876,2012,Available
2020-08-25,Houston,FL,Apartment,2,3,2781,517076,2015,Available
2020-08-26,Houston,CA,Apartment,1,2,1499,516508,1982,Sold
2020-08-27,Los Angeles,NY,Villa,2,1,3079,514899,2003,Available
2020-08-28,Los Angeles,TX,Villa,4,4,1107,514211,1998,Sold
2020-08-29,Chicago,CA,Villa,2,4,1259,515508,1990,Sold
2020-08-30,New York,NY,Townhouse,2,2,2216,513612,2017,Sold
2020-08-31,Houston,TX,Townhouse,2,4,3359,514568,1992,Sold
2020-09-01,Chicago,IL,Apartment,4,2,2148,513137,2012,Sold
2020-09-02,New York,IL,Apartment,4,4,3825,511758,2015,Sold
2020-09-03,Miami,CA,Condo,1,3,2007,512652,2005,Available
2020-09-04,New York,NY,Condo,5,2,1777,511281,1997,Available
2020-09-05,Chicago,IL,Townhouse,1,3,3285,514225,1995,Sold
2020-09-06,Los Angeles,TX,Townhouse,3,1,834,513974,1989,Sold
2020-09-07,Los Angeles,NY,Villa,4,1,579,514991,1995,Sold
2020-09-08,Houston,NY,Apartment,3,2,3140,517147,1998,Sold
2020-09-09,Chicago,CA,Townhouse,4,2,2622,519457,2003,Available
2020-09-10,Houston,TX,Apartment,3,1,604,518354,2007,Available
2020-09-11,New York,FL,Villa,2,1,3017,521088,1999,Sold
2020-09-12,Miami,CA,Condo,2,4,3181,521358,2011,Sold
2020-09-13,Houston,NY,Apartment,3,4,1378,520449,1992,Available
2020-09-14,Houston,TX,Townhouse,1,2,3619,523419,2008,Available
2020-09-15,Houston,IL,Townhouse,4,3,3215,522931,2001,Sold
2020-09-16,Los Angeles,TX,Villa,1,4,985,524156,1982,Sold
2020-09-17,Miami,TX,Townhouse,3,1,2793,526633,2019,Sold
2020-09-18,Houston,CA,Apartment,5,4,1919,527986,2016,Sold
2020-09-19,Chicago,NY,Apartment,5,2,3940,529744,2019,Available
2020-09-20,Los Angeles,IL,Condo,3,4,2968,529335,2020,Sold
2020-09-21,Los Angeles,TX,Apartment,4,1,1710,530900,2008,Available
2020-09-22,Los Angeles,IL,Townhouse,1,4,2316,532521,2018,Available
2020-09-23,Miami,NY,Townhouse,4,4,2349,532222,2017,Available
2020-09-24,Los Angeles,IL,Villa,3,1,946,533070,2021,Available
2020-09-25,Miami,TX,Apartment,4,3,501,531291,2006,Sold
2020-09-26,New York,TX,Townhouse,1,3,1159,530150,2015,Sold
2020-09-27,Los Angeles,CA,Villa,4,3,3388,531624,1995,Available
2020-09-28,Los Angeles,TX,Condo,2,4,747,530300,1981,Available
2020-09-29,New York,IL,Apartment,3,3,2784,528627,2014,Sold
2020-09-30,Chicago,NY,Villa,2,2,3418,527845,2001,Sold
2020-10-01,Chicago,FL,Apartment,1,2,1591,527599,2014,Available
2020-10-02,Houston,NY,Townhouse,3,1,1554,528665,1987,Available
2020-10-03,Los Angeles,CA,Apartment,4,4,3443,529287,1991,Sold
2020-10-04,Houston,CA,Villa,5,2,3535,531488,1989,Sold
2020-10-05,New York,NY,Villa,5,1,1517,532996,1983,Sold
2020-10-06,Houston,CA,Townhouse,3,2,3901,534275,2010,Available
2020-10-07,Chicago,IL,Villa,2,1,2789,533712,1986,Sold
2020-10-08,Los Angeles,NY,Villa,5,2,2054,536096,2021,Available
2020-10-09,Miami,FL,Apartment,3,3,1506,538907,1985,Sold
2020-10-10,New York,NY,Villa,2,2,1920,539124,1984,Sold
2020-10-11,Chicago,IL,Villa,5,3,3263,541898,1990,Available
2020-10-12,Miami,FL,Apartment,1,4,560,544737,1985,Sold
2020-10-13,Los Angeles,CA,Condo,5,2,3990,545787,2011,Sold
2020-10-14,New York,FL,Apartment,5,2,3750,544743,2015,Available
2020-10-15,Los Angeles,IL,Villa,3,1,2603,547337,2011,Available
2020-10-16,Chicago,CA,Condo,5,4,1523,548795,1994,Available
2020-10-17,Chicago,TX,Apartment,4,4,3137,548750,1986,Sold
2020-10-18,Miami,FL,Townhouse,4,4,2915,548633,2018,Available
2020-10-19,New York,TX,Apartment,5,2,675,549623,1980,Sold
2020-10-20,Miami,TX,Apartment,4,3,3259,552185,1999,Sold
2020-10-21,Los Angeles,TX,Apartment,1,1,921,551040,2020,Available
2020-10-22,Chicago,TX,Townhouse,4,2,1702,551063,1992,Sold
2020-10-23,Houston,NY,Villa,5,2,3725,553037,2020,Sold
2020-10-24,Houston,CA,Villa,5,3,2924,553972,1981,Available
2020-10-25,Houston,NY,Condo,3,3,1911,553750,1995,Available
2020-10-26,New York,FL,Villa,3,2,2619,555394,2002,Sold
2020-10-27,Houston,IL,Apartment,5,4,515,556684,1992,Sold
2020-10-28,New York,CA,Apartment,2,1,1149,557458,1988,Sold
2020-10-29,Miami,FL,Apartment,4,2,584,559810,2002,Available
2020-10-30,Houston,TX,Villa,3,3,1203,562748,2011,Available
2020-10-31,Miami,CA,Townhouse,3,2,3604,562022,1998,Sold
2020-11-01,New York,FL,Apartment,2,4,538,562521,1985,Sold
2020-11-02,Houston,NY,Villa,5,2,3981,562975,1994,Sold
2020-11-03,Houston,FL,Condo,4,2,3302,564782,2009,Available
2020-11-04,Los Angeles,IL,Townhouse,3,1,2612,563069,2010,Available
2020-11-05,Chicago,IL,Apartment,3,4,1169,561879,2003,Available
2020-11-06,Houston,CA,Condo,4,2,2537,562514,1987,Sold
2020-11-07,Houston,CA,Villa,5,1,1156,561982,1996,Sold
2020-11-08,Miami,FL,Villa,4,3,3126,561906,2022,Sold
2020-11-09,New York,FL,Apartment,3,1,1010,563648,1985,Sold
2020-11-10,Miami,NY,Townhouse,5,2,2602,564706,2011,Sold
2020-11-11,Chicago,NY,Townhouse,3,4,1344,565540,2009,Sold
2020-11-12,New York,IL,Townhouse,5,4,1437,568101,2006,Available
2020-11-13,Chicago,IL,Condo,4,4,710,567040,2005,Available
2020-11-14,Los Angeles,TX,Apartment,1,4,1837,565313,1988,Sold
2020-11-15,Chicago,FL,Townhouse,3,3,2425,565707,2021,Available
2020-11-16,Chicago,CA,Townhouse,2,1,3075,567878,1997,Sold
2020-11-17,Los Angeles,TX,Apartment,4,3,1689,569634,2005,Sold
2020-11-18,Houston,CA,Apartment,3,2,807,567941,1996,Sold
2020-11-19,Chicago,IL,Villa,2,3,2683,570475,1994,Sold
2020-11-20,Houston,NY,Villa,4,1,3185,570708,1987,Sold
2020-11-21,Miami,NY,Apartment,1,4,766,570335,2013,Sold
2020-11-22,Houston,FL,Apartment,5,4,1750,569538,1994,Sold
2020-11-23,Miami,CA,Townhouse,4,3,3931,569270,2008,Available
2020-11-24,New York,NY,Condo,2,1,2300,568827,2001,Sold
2020-11-25,New York,TX,Condo,5,4,593,569407,1981,Sold
2020-11-26,Chicago,TX,Condo,4,3,3595,571099,2012,Sold
2020-11-27,New York,FL,Villa,4,3,2437,572996,1995,Sold
2020-11-28,Houston,TX,Villa,5,1,1102,574267,2008,Sold
2020-11-29,Miami,TX,Townhouse,4,2,906,575216,2010,Sold
2020-11-30,New York,FL,Townhouse,5,4,3352,576455,1983,Sold
2020-12-01,Houston,TX,Townhouse,5,4,3746,577999,2012,Available
2020-12-02,New York,TX,Villa,5,4,523,580201,1994,Available
2020-12-03,Los Angeles,FL,Townhouse,2,4,2591,580823,1987,Sold
2020-12-04,New York,CA,Townhouse,3,2,868,578905,1989,Sold
2020-12-05,Los Angeles,CA,Villa,4,2,1882,579118,2008,Sold
2020-12-06,New York,TX,Villa,1,3,1084,579031,2020,Available
2020-12-07,Chicago,TX,Apartment,2,2,3885,579974,2017,Available
2020-12-08,Los Angeles,IL,Apartment,1,4,3699,580797,2021,Sold
2020-12-09,Houston,TX,Condo,2,3,750,582651,2009,Sold
2020-12-10,Chicago,FL,Apartment,2,1,3235,583688,2000,Available
2020-12-11,Chicago,NY,Townhouse,5,3,873,583292,1991,Sold
2020-12-12,Miami,NY,Villa,1,1,718,583689,2020,Available
2020-12-13,Los Angeles,TX,Apartment,3,4,3357,585251,2018,Sold
2020-12-14,Chicago,CA,Condo,3,1,1430,583310,1980,Sold
2020-12-15,Los Angeles,FL,Townhouse,4,3,1003,583618,1996,Sold
2020-12-16,New York,TX,Townhouse,2,2,2539,586423,2001,Sold
2020-12-17,Houston,NY,Apartment,4,1,3065,587453,1994,Available
2020-12-18,Houston,TX,Townhouse,2,3,3479,590062,2009,Available
2020-12-19,New York,IL,Condo,2,3,1582,588836,2005,Sold
2020-12-20,Miami,IL,Apartment,2,2,1407,589648,2001,Sold
2020-12-21,Miami,TX,Apartment,5,1,965,588452,1981,Available
2020-12-22,New York,CA,Condo,3,1,992,590346,1997,Sold
2020-12-23,Chicago,FL,Townhouse,5,3,637,588648,2010,Available
2020-12-24,Miami,NY,Condo,2,4,2660,591031,1998,Sold
2020-12-25,Houston,CA,Villa,3,3,1548,591836,2013,Sold
2020-12-26,Chicago,TX,Apartment,3,4,3458,591980,1991,Sold
2020-12-27,Chicago,FL,Apartment,3,3,2631,593849,1987,Available
2020-12-28,New York,NY,Apartment,3,4,746,596225,2009,Sold
2020-12-29,Chicago,IL,Apartment,5,3,1394,596040,1994,Sold
2020-12-30,Chicago,FL,Villa,5,1,3572,594453,1998,Sold
2020-12-31,Miami,IL,Townhouse,4,1,878,595403,1988,Sold
2021-01-01,Houston,CA,Apartment,4,3,1773,597603,2002,Sold
2021-01-02,Houston,TX,Condo,5,4,578,596780,2022,Sold
2021-01-03,Chicago,IL,Condo,5,4,3668,598598,2000,Sold
2021-01-04,Miami,NY,Condo,5,2,3344,598934,1996,Sold
2021-01-05,Miami,FL,Townhouse,2,4,882,597559,2005,Sold
2021-01-06,Houston,CA,Condo,4,1,985,598063,2011,Sold
2021-01-07,New York,NY,Condo,2,3,520,596209,2012,Sold
2021-01-08,New York,CA,Townhouse,1,1,2649,598353,1983,Available
2021-01-09,Los Angeles,FL,Townhouse,5,4,3141,597721,2009,Sold
2021-01-10,Houston,IL,Villa,2,3,2253,597313,1986,Sold
2021-01-11,Los Angeles,FL,Villa,3,3,2479,596695,2016,Sold
2021-01-12,Miami,IL,Villa,1,2,2787,595758,2001,Sold
2021-01-13,New York,IL,Villa,5,4,3804,595818,1989,Available
2021-01-14,Los Angeles,IL,Villa,5,1,2796,598685,2005,Sold
2021-01-15,Los Angeles,IL,Townhouse,4,3,1923,597028,2002,Available
2021-01-16,Los Angeles,TX,Villa,4,1,1302,599275,1997,Available
2021-01-17,Miami,CA,Apartment,2,2,2038,599572,1999,Available
2021-01-18,Los Angeles,CA,Condo,5,3,1597,600956,1996,Sold
2021-01-19,Chicago,IL,Villa,3,1,3690,601678,2011,Available
2021-01-20,Miami,IL,Condo,1,1,1949,601731,1984,Available
2021-01-21,Chicago,TX,Condo,1,2,3416,601444,2009,Sold
2021-01-22,Miami,CA,Apartment,5,1,3107,601096,1986,Available
2021-01-23,Chicago,FL,Townhouse,4,3,3066,601398,2012,Sold
2021-01-24,Houston,NY,Townhouse,5,3,913,602547,1993,Sold
2021-01-25,Houston,IL,Condo,4,4,2272,605284,2019,Sold
2021-01-26,Chicago,TX,Townhouse,4,1,3241,605919,2002,Sold
2021-01-27,Los Angeles,NY,Apartment,3,3,1016,608260,1989,Sold
2021-01-28,Chicago,IL,Condo,2,3,1409,607994,1999,Sold
2021-01-29,Houston,TX,Apartment,1,1,3513,609014,1989,Available
2021-01-30,Chicago,IL,Villa,3,4,2213,609542,2010,Sold
2021-01-31,Miami,IL,Condo,4,4,1293,608765,2021,Available
2021-02-01,Houston,IL,Townhouse,4,3,2168,610271,1994,Sold
2021-02-02,Chicago,FL,Apartment,3,4,819,609939,1988,Sold
2021-02-03,Houston,NY,Townhouse,5,4,892,611047,2014,Sold
2021-02-04,New York,FL,Villa,3,4,1759,613616,2018,Sold
2021-02-05,Chicago,IL,Apartment,1,1,3495,614947,1988,Available
2021-02-06,Houston,NY,Apartment,4,4,2165,616637,2020,Sold
