Loan_ID,Customer_ID,Bank_Branch,Loan_Type,Applicant_Age,Annual_Income,Loan_Amount,Loan_Term_Years,Credit_Score,Employment_Type,Loan_Status
700314,303503,Chennai South,Personal Loan,54,4710161,1387424,25,590,Salaried,Approved
700315,400250,Hyderabad West,Home Loan,40,3174752,2468909,20,826,Self-Employed,Rejected
700316,719381,Chennai South,Home Loan,51,4630199,2221766,10,456,Salaried,Rejected
700317,475300,Hyderabad West,Home Loan,62,2632486,2022153,5,471,Salaried,Approved
700318,276277,Bengaluru Urban,Business Loan,34,911205,1200392,30,571,Business Owner,Approved
700319,641216,Chennai South,Car Loan,54,3422363,2446728,10,755,Self-Employed,Approved
700320,377889,Mumbai Central,Education Loan,49,2947591,2291437,10,371,Salaried,Approved
700321,441858,Mumbai Central,Home Loan,29,4994185,1482535,30,776,Business Owner,Rejected
700322,376586,Delhi NCR,Car Loan,63,690925,499748,15,360,Business Owner,Approved
700323,834674,Mumbai Central,Car Loan,36,1969508,730574,15,551,Salaried,Approved
700324,412935,Mumbai Central,Business Loan,42,1244414,2267284,5,533,Salaried,Rejected
700325,198138,Mumbai Central,Education Loan,39,1587317,1654695,30,448,Business Owner,Approved
700326,557063,Mumbai Central,Education Loan,54,223249,2449096,25,621,Self-Employed,Approved
700327,779331,Chennai South,Personal Loan,25,4458831,1892500,20,875,Self-Employed,Approved
700328,426401,Mumbai Central,Car Loan,38,3858001,2174952,30,368,Self-Employed,Approved
700329,751752,Mumbai Central,Car Loan,56,2825994,85605,20,478,Self-Employed,Rejected
700330,623700,Delhi NCR,Business Loan,32,3216362,2566357,30,821,Business Owner,Approved
700331,154161,Bengaluru Urban,Home Loan,49,1444435,2063470,20,659,Business Owner,Rejected
700332,959309,Chennai South,Business Loan,55,4761105,1466627,25,652,Business Owner,Rejected
700333,840118,Hyderabad West,Personal Loan,56,1983928,1497603,30,644,Business Owner,Rejected
700334,621726,Bengaluru Urban,Business Loan,43,1835637,1718494,15,309,Business Owner,Approved
700335,767701,Mumbai Central,Education Loan,44,4683215,2469207,20,768,Self-Employed,Approved
700336,863865,Bengaluru Urban,Education Loan,60,2774558,1903850,20,685,Self-Employed,Rejected
700337,632810,Hyderabad West,Business Loan,38,4761499,1510640,5,689,Self-Employed,Rejected
700338,184463,Delhi NCR,Personal Loan,52,3931927,2787861,10,596,Self-Employed,Approved
700339,291360,Hyderabad West,Business Loan,56,1634320,876106,25,820,Business Owner,Approved
700340,644547,Hyderabad West,Education Loan,32,2116133,848950,5,668,Salaried,Rejected
700341,946931,Mumbai Central,Home Loan,36,2387102,1873640,25,673,Business Owner,Approved
700342,573438,Hyderabad West,Education Loan,63,3840516,891955,5,769,Business Owner,Approved
700343,473319,Delhi NCR,Personal Loan,43,3612752,108996,10,354,Self-Employed,Approved
700344,287431,Delhi NCR,Home Loan,34,3537144,1774175,30,651,Salaried,Approved
700345,490999,Hyderabad West,Home Loan,58,4361773,2058693,20,589,Salaried,Rejected
700346,513173,Chennai South,Business Loan,36,356299,351399,10,624,Self-Employed,Approved
700347,138739,Mumbai Central,Home Loan,25,4821650,1620964,25,688,Salaried,Approved
700348,645654,Mumbai Central,Business Loan,64,824137,2161430,10,601,Salaried,Approved
700349,455662,Delhi NCR,Car Loan,48,3101520,1428199,5,710,Salaried,Rejected
700350,250557,Chennai South,Home Loan,34,2588148,1738487,15,348,Self-Employed,Rejected
700351,582323,Mumbai Central,Education Loan,47,4387221,952825,5,827,Self-Employed,Approved
700352,206789,Bengaluru Urban,Home Loan,23,4388847,1055112,10,357,Salaried,Approved
700353,194209,Hyderabad West,Business Loan,61,2297355,1693830,25,363,Business Owner,Approved
700354,370469,Chennai South,Education Loan,46,1490113,1794096,20,801,Business Owner,Approved
700355,589833,Bengaluru Urban,Personal Loan,40,1969182,1090695,25,777,Business Owner,Rejected
700356,795377,Hyderabad West,Education Loan,21,1718109,1518856,30,344,Self-Employed,Approved
700357,329027,Chennai South,Personal Loan,39,3054367,2819761,20,393,Self-Employed,Approved
700358,471277,Mumbai Central,Business Loan,30,284544,2158549,10,436,Salaried,Approved
700359,605881,Mumbai Central,Car Loan,45,3234394,1032426,30,671,Self-Employed,Approved
700360,534785,Delhi NCR,Car Loan,45,1664915,1548874,15,604,Self-Employed,Approved
700361,473365,Chennai South,Education Loan,24,3798278,2036637,25,830,Salaried,Approved
700362,925821,Hyderabad West,Home Loan,41,473602,2196710,15,475,Salaried,Approved
700363,546918,Hyderabad West,Business Loan,29,4861050,1985355,25,638,Salaried,Rejected
700364,397402,Chennai South,Personal Loan,53,1766580,680841,30,390,Salaried,Approved
700365,990269,Delhi NCR,Home Loan,49,2067832,1614330,20,583,Self-Employed,Approved
700366,817205,Mumbai Central,Car Loan,36,4916219,2298119,20,538,Self-Employed,Rejected
700367,228144,Bengaluru Urban,Business Loan,58,3139146,579906,15,326,Salaried,Rejected
700368,889790,Hyderabad West,Business Loan,41,3986116,1328507,20,687,Business Owner,Approved
700369,417879,Bengaluru Urban,Personal Loan,54,726014,1500011,30,808,Self-Employed,Approved
700370,534640,Delhi NCR,Car Loan,25,3315786,176360,15,702,Self-Employed,Approved
700371,684862,Delhi NCR,Business Loan,25,2120766,1176934,5,582,Salaried,Approved
700372,335098,Delhi NCR,Education Loan,53,3654522,802337,5,305,Self-Employed,Approved
700373,210035,Mumbai Central,Personal Loan,25,4134582,2612836,10,351,Salaried,Approved
700374,189488,Delhi NCR,Home Loan,52,4997679,2121944,30,425,Salaried,Approved
700375,540412,Mumbai Central,Business Loan,61,4663620,73168,15,489,Business Owner,Approved
700376,218310,Chennai South,Personal Loan,29,3646243,943412,20,681,Salaried,Approved
700377,461991,Mumbai Central,Business Loan,39,3948676,1852267,25,681,Self-Employed,Rejected
700378,749834,Chennai South,Business Loan,47,732327,2292287,25,481,Salaried,Approved
700379,892741,Hyderabad West,Personal Loan,58,3820588,2030482,15,457,Salaried,Approved
700380,272046,Hyderabad West,Personal Loan,32,4296166,2354869,5,397,Business Owner,Approved
700381,227456,Chennai South,Personal Loan,59,4210829,883610,15,684,Business Owner,Approved
700382,965922,Mumbai Central,Education Loan,34,2943615,2540943,10,870,Salaried,Approved
700383,181894,Bengaluru Urban,Car Loan,53,3053476,2843747,30,368,Self-Employed,Approved
700384,338629,Chennai South,Business Loan,33,4868845,405648,5,558,Business Owner,Approved
700385,926287,Chennai South,Car Loan,46,2386897,2616006,5,712,Self-Employed,Approved
700386,416478,Delhi NCR,Personal Loan,60,2684420,2419042,20,322,Business Owner,Rejected
700387,323758,Mumbai Central,Home Loan,21,2511945,943694,15,302,Self-Employed,Approved
700388,403465,Hyderabad West,Business Loan,64,1205127,2428702,5,818,Business Owner,Approved
700389,830193,Mumbai Central,Personal Loan,23,2807559,1985448,10,770,Self-Employed,Approved
700390,798590,Bengaluru Urban,Business Loan,62,759544,2283042,10,618,Business Owner,Approved
700391,846899,Bengaluru Urban,Education Loan,46,1039001,1810098,5,846,Business Owner,Approved
700392,971430,Chennai South,Business Loan,62,535385,2960100,30,565,Business Owner,Approved
700393,142970,Mumbai Central,Education Loan,44,2529466,1387001,10,358,Salaried,Rejected
700394,980199,Bengaluru Urban,Car Loan,24,3958574,596189,5,754,Business Owner,Approved
700395,911853,Bengaluru Urban,Personal Loan,44,1035978,874059,25,744,Salaried,Rejected
700396,642961,Mumbai Central,Car Loan,34,4822370,1966738,30,575,Self-Employed,Approved
700397,587246,Hyderabad West,Personal Loan,22,4872331,2443659,10,696,Self-Employed,Approved
700398,400998,Mumbai Central,Personal Loan,42,877163,1777291,15,686,Business Owner,Approved
700399,951168,Mumbai Central,Car Loan,42,2756708,1839501,15,537,Self-Employed,Rejected
700400,655571,Bengaluru Urban,Home Loan,38,1994028,995335,10,353,Business Owner,Rejected
700401,480769,Bengaluru Urban,Business Loan,31,4133488,2926667,30,726,Self-Employed,Approved
700402,598947,Delhi NCR,Personal Loan,60,3441161,1565045,10,415,Business Owner,Approved
700403,848672,Mumbai Central,Personal Loan,55,228567,673191,25,715,Salaried,Approved
700404,183048,Hyderabad West,Business Loan,36,1933090,1580595,10,536,Self-Employed,Approved
700405,298270,Hyderabad West,Business Loan,42,4166214,1288359,30,528,Business Owner,Rejected
700406,877342,Bengaluru Urban,Business Loan,39,303169,1325670,15,564,Self-Employed,Rejected
700407,303085,Bengaluru Urban,Education Loan,41,3403086,179251,5,891,Self-Employed,Rejected
700408,168190,Hyderabad West,Car Loan,29,688275,71615,20,738,Self-Employed,Approved
700409,896837,Delhi NCR,Business Loan,61,2665374,2465966,25,560,Salaried,Rejected
700410,419089,Chennai South,Personal Loan,36,1703701,780254,5,590,Self-Employed,Approved
700411,591060,Mumbai Central,Business Loan,49,2039977,2138314,5,512,Salaried,Rejected
700412,834035,Hyderabad West,Education Loan,25,3823017,1719964,20,476,Self-Employed,Approved
700413,163458,Chennai South,Personal Loan,57,4904463,694483,20,493,Salaried,Approved
700414,588941,Delhi NCR,Business Loan,51,3786290,975863,10,865,Self-Employed,Rejected
700415,469888,Delhi NCR,Home Loan,23,2596836,480693,15,880,Business Owner,Approved
700416,244910,Chennai South,Home Loan,58,2953724,2105669,20,399,Business Owner,Rejected
700417,383138,Chennai South,Business Loan,52,2415507,1115151,15,829,Salaried,Approved
700418,506363,Chennai South,Personal Loan,26,3592590,2128901,15,454,Self-Employed,Approved
700419,356986,Bengaluru Urban,Home Loan,43,1489558,215108,10,374,Business Owner,Approved
700420,178190,Mumbai Central,Business Loan,60,1456189,385389,10,318,Business Owner,Approved
700421,603022,Delhi NCR,Business Loan,25,1916673,1512272,30,328,Salaried,Approved
700422,628338,Chennai South,Personal Loan,23,4442122,1878067,25,337,Self-Employed,Approved
700423,135767,Bengaluru Urban,Personal Loan,36,2132785,2888950,10,421,Self-Employed,Approved
700424,495641,Hyderabad West,Home Loan,29,2484691,300784,20,780,Business Owner,Approved
700425,207808,Delhi NCR,Personal Loan,53,4272420,796357,30,423,Self-Employed,Approved
700426,881726,Bengaluru Urban,Business Loan,48,2053377,808015,10,311,Salaried,Approved
700427,612771,Bengaluru Urban,Business Loan,39,1078074,962843,30,619,Salaried,Approved
700428,478591,Chennai South,Car Loan,30,1308937,1729455,5,542,Salaried,Approved
700429,482185,Bengaluru Urban,Business Loan,49,3905882,959387,20,658,Salaried,Approved
700430,998295,Mumbai Central,Car Loan,22,3337396,454502,25,856,Self-Employed,Approved
700431,486895,Mumbai Central,Personal Loan,39,846316,2663131,20,558,Self-Employed,Approved
700432,596496,Hyderabad West,Home Loan,49,3994017,753855,20,693,Self-Employed,Approved
700433,193290,Chennai South,Car Loan,28,1351514,2287723,20,526,Salaried,Rejected
700434,476654,Delhi NCR,Personal Loan,50,2562092,1723569,5,405,Salaried,Approved
700435,511759,Chennai South,Business Loan,24,1232513,2096299,5,548,Business Owner,Approved
700436,724149,Bengaluru Urban,Car Loan,44,1343171,838184,10,748,Business Owner,Approved
700437,358206,Chennai South,Home Loan,60,3702546,2885879,5,463,Salaried,Rejected
700438,606708,Hyderabad West,Car Loan,25,4428097,338019,30,667,Salaried,Approved
700439,909759,Mumbai Central,Personal Loan,34,3410698,1057258,20,755,Business Owner,Rejected
700440,382694,Hyderabad West,Car Loan,59,541867,1407131,5,801,Business Owner,Approved
700441,683392,Bengaluru Urban,Personal Loan,54,907679,1478636,20,641,Self-Employed,Approved
700442,586791,Hyderabad West,Car Loan,39,4679865,1121035,10,473,Self-Employed,Approved
700443,123117,Delhi NCR,Home Loan,43,4659920,184028,15,590,Self-Employed,Approved
700444,676701,Hyderabad West,Education Loan,25,3095561,2059646,15,313,Self-Employed,Approved
700445,890776,Delhi NCR,Car Loan,22,1900406,2123684,30,757,Self-Employed,Approved
700446,205688,Hyderabad West,Car Loan,58,400496,2886900,25,890,Self-Employed,Approved
700447,349055,Bengaluru Urban,Home Loan,36,4715130,1789359,10,899,Business Owner,Rejected
700448,721595,Mumbai Central,Education Loan,28,2108157,1036075,5,606,Self-Employed,Approved
700449,275425,Delhi NCR,Business Loan,47,1246067,451124,30,825,Salaried,Approved
700450,348705,Chennai South,Car Loan,26,1131171,1924938,5,583,Salaried,Approved
700451,482087,Chennai South,Personal Loan,50,1798578,2013544,20,861,Business Owner,Approved
700452,413637,Delhi NCR,Business Loan,28,1795217,1490870,25,617,Salaried,Approved
700453,672819,Chennai South,Business Loan,58,1039696,1795024,20,862,Business Owner,Approved
700454,808351,Chennai South,Car Loan,47,3482933,105845,30,793,Self-Employed,Approved
700455,104976,Hyderabad West,Home Loan,59,2510757,1499483,20,813,Salaried,Approved
700456,370052,Hyderabad West,Home Loan,29,468224,2311864,20,440,Business Owner,Approved
700457,504884,Mumbai Central,Home Loan,48,1247181,1728367,20,490,Business Owner,Approved
700458,458489,Delhi NCR,Business Loan,62,4711665,2409890,5,373,Business Owner,Approved
700459,140222,Hyderabad West,Home Loan,40,2932489,2487786,5,499,Self-Employed,Approved
700460,735717,Mumbai Central,Business Loan,41,1674473,2748460,25,457,Salaried,Approved
700461,935697,Delhi NCR,Education Loan,22,1436133,2491121,30,785,Self-Employed,Rejected
700462,746840,Delhi NCR,Home Loan,48,1752735,1440866,30,684,Self-Employed,Rejected
700463,582560,Delhi NCR,Car Loan,35,2244278,773964,30,673,Salaried,Approved
700464,190201,Mumbai Central,Car Loan,37,2541207,526203,30,308,Business Owner,Approved
700465,410044,Bengaluru Urban,Personal Loan,30,2229098,2073993,10,365,Salaried,Approved
700466,889057,Bengaluru Urban,Home Loan,53,4009543,1810894,25,899,Self-Employed,Approved
700467,531381,Chennai South,Car Loan,34,2152986,264563,10,357,Business Owner,Approved
700468,138907,Delhi NCR,Education Loan,30,2604441,179555,30,302,Business Owner,Rejected
700469,415932,Chennai South,Car Loan,38,4969074,812987,30,454,Business Owner,Approved
700470,918184,Chennai South,Car Loan,52,833651,1765379,30,797,Salaried,Approved
700471,711112,Bengaluru Urban,Personal Loan,26,733929,2698048,20,514,Self-Employed,Approved
700472,234164,Chennai South,Business Loan,57,460632,2413052,25,833,Self-Employed,Approved
700473,122966,Chennai South,Home Loan,36,4088258,2784220,25,446,Business Owner,Approved
700474,269720,Hyderabad West,Business Loan,30,428127,1467174,25,421,Business Owner,Approved
700475,121087,Delhi NCR,Education Loan,45,3281416,365127,10,892,Salaried,Approved
700476,931455,Mumbai Central,Home Loan,58,3107858,834417,25,854,Salaried,Approved
700477,369934,Mumbai Central,Home Loan,42,1400673,1615470,5,400,Salaried,Approved
700478,362831,Hyderabad West,Business Loan,22,1004690,407748,10,818,Salaried,Approved
700479,524652,Mumbai Central,Car Loan,30,2398788,2089165,5,822,Self-Employed,Approved
700480,533375,Chennai South,Business Loan,45,2866929,1115198,25,849,Business Owner,Rejected
700481,962048,Chennai South,Car Loan,32,4136997,2645913,25,394,Self-Employed,Approved
700482,998345,Bengaluru Urban,Personal Loan,25,2687085,1761391,5,589,Salaried,Approved
700483,158601,Chennai South,Personal Loan,49,3459223,1118612,25,444,Salaried,Rejected
700484,576236,Bengaluru Urban,Car Loan,34,1225591,712178,25,539,Self-Employed,Approved
700485,640458,Chennai South,Home Loan,38,2913094,1193848,30,370,Self-Employed,Approved
700486,892517,Chennai South,Business Loan,23,2888595,2652978,25,551,Business Owner,Rejected
700487,427171,Chennai South,Car Loan,27,2833060,196712,20,865,Business Owner,Rejected
700488,791045,Bengaluru Urban,Car Loan,27,1462445,1253261,25,810,Business Owner,Approved
700489,102751,Chennai South,Business Loan,51,222695,2905298,5,811,Salaried,Approved
700490,633701,Bengaluru Urban,Education Loan,26,1665804,2542023,15,502,Self-Employed,Rejected
700491,427090,Hyderabad West,Home Loan,50,2781809,2425727,30,523,Self-Employed,Approved
700492,765026,Hyderabad West,Business Loan,40,1852399,806999,5,489,Business Owner,Approved
700493,512378,Bengaluru Urban,Home Loan,31,571193,279354,30,337,Salaried,Approved
700494,862087,Delhi NCR,Home Loan,46,1275250,73319,15,622,Business Owner,Approved
700495,476275,Chennai South,Personal Loan,30,1796069,2094771,25,831,Salaried,Rejected
700496,338993,Chennai South,Business Loan,57,1984807,1083250,5,537,Salaried,Approved
700497,944691,Bengaluru Urban,Business Loan,63,4323567,929249,5,846,Self-Employed,Rejected
700498,260413,Mumbai Central,Home Loan,24,1820505,168701,30,359,Self-Employed,Approved
700499,562025,Bengaluru Urban,Personal Loan,31,355870,1129708,20,374,Business Owner,Approved
700500,705363,Delhi NCR,Home Loan,51,1969346,2965007,15,441,Salaried,Rejected
700501,717238,Hyderabad West,Education Loan,26,2270308,1669226,20,790,Business Owner,Approved
700502,297934,Hyderabad West,Education Loan,53,2275778,2165197,15,468,Salaried,Approved
700503,320546,Hyderabad West,Education Loan,40,669785,783762,15,865,Business Owner,Approved
700504,509331,Hyderabad West,Car Loan,44,282595,2600303,10,332,Business Owner,Rejected
700505,250577,Bengaluru Urban,Business Loan,22,4482402,1927276,20,858,Salaried,Rejected
700506,719897,Delhi NCR,Car Loan,26,444496,2196905,25,635,Self-Employed,Rejected
700507,574632,Hyderabad West,Home Loan,48,2294643,2354870,5,523,Self-Employed,Approved
700508,826512,Mumbai Central,Education Loan,28,1967242,256457,5,544,Business Owner,Rejected
700509,892978,Hyderabad West,Home Loan,39,2905071,1892509,5,652,Business Owner,Approved
700510,553027,Bengaluru Urban,Car Loan,53,1786822,2863221,15,508,Salaried,Approved
700511,874055,Bengaluru Urban,Car Loan,55,3837163,1124507,30,537,Salaried,Approved
700512,772666,Chennai South,Home Loan,59,3955799,1937433,10,388,Self-Employed,Rejected
700513,522633,Hyderabad West,Business Loan,32,2785215,2865103,20,519,Self-Employed,Rejected
700514,634875,Bengaluru Urban,Home Loan,29,4412351,2201108,15,494,Self-Employed,Rejected
