"Date","Company","Open","High","Low","Close","Volume","Market_Sentiment","News_Impact"
"2015-11-28","Google",186.4,189.77,183.6,189.26,1045433,"Positive","Low"
"2015-11-29","Amazon",185.29,187.08,180.76,183.58,3293973,"Positive","High"
"2015-11-30","Apple",186.84,188.83,185.65,188.48,3227993,"Positive","Low"
"2015-12-01","Tesla",191.61,191.79,188.48,190.34,3137724,"Neutral","Low"
"2015-12-02","Google",193.52,193.79,190.79,192.55,633382,"Neutral","Low"
"2015-12-03","Tesla",189.39,192.69,187.21,192.27,2398890,"Positive","Low"
"2015-12-04","Tesla",193.24,194.02,190.76,192.2,1168473,"Positive","Low"
"2015-12-05","Tesla",193.23,195.5,192.02,192.1,4715988,"Negative","Medium"
"2015-12-06","Google",192.39,193.96,188.18,191.04,2978378,"Negative","Low"
"2015-12-07","Apple",194.76,197.1,192.44,196.82,1089574,"Neutral","Low"
"2015-12-08","Amazon",193.25,193.88,192.45,193.13,4629529,"Negative","Low"
"2015-12-09","Google",192.95,196.33,190.95,193.89,1197544,"Neutral","Medium"
"2015-12-10","Microsoft",199.77,201.14,197.88,199.87,933606,"Positive","High"
"2015-12-11","Microsoft",197.48,198.26,196.3,196.6,3406429,"Neutral","Low"
"2015-12-12","Apple",198.74,201.77,196.43,200.08,2959983,"Positive","Low"
"2015-12-13","Amazon",198.02,200.85,197.3,197.83,3723869,"Negative","Low"
"2015-12-14","Apple",198.4,198.91,196.11,198.46,1212096,"Positive","Low"
"2015-12-15","Apple",202.48,202.59,198.87,200.05,1509095,"Negative","Medium"
"2015-12-16","Apple",197.01,200.53,196.11,199.8,747364,"Negative","Low"
"2015-12-17","Microsoft",196.86,198.27,196.57,196.57,2028724,"Negative","Medium"
"2015-12-18","Apple",195.38,198.2,191.99,194.66,3218517,"Neutral","Medium"
"2015-12-19","Tesla",194.39,196.25,190.09,192.2,2881641,"Negative","Low"
"2015-12-20","Apple",193.8,196.71,193.65,195.36,3098587,"Neutral","High"
"2015-12-21","Apple",191.75,191.83,191.38,191.69,4131944,"Positive","High"
"2015-12-22","Apple",191.62,192.35,190.09,191.81,2179071,"Neutral","Low"
"2015-12-23","Microsoft",189.05,193.98,186.84,191.16,1202600,"Negative","Low"
"2015-12-24","Google",192.83,193.92,189.01,191.02,4521484,"Positive","Low"
"2015-12-25","Google",191.85,196.37,189.26,193.86,624785,"Negative","Medium"
"2015-12-26","Apple",192.7,195.36,190.89,194.99,3457920,"Positive","Medium"
"2015-12-27","Google",197.53,197.76,197.43,197.69,3739959,"Negative","High"
"2015-12-28","Apple",195.1,196.78,192.71,195.82,4951830,"Neutral","Medium"
"2015-12-29","Amazon",191.34,192.47,190.1,192.19,2679534,"Neutral","High"
"2015-12-30","Amazon",194.19,196.03,189.51,192.11,1262988,"Neutral","Low"
"2015-12-31","Amazon",193.9,196.85,191.63,192.61,3824130,"Neutral","High"
"2016-01-01","Apple",194.14,194.66,189.62,192.18,4744774,"Neutral","High"
"2016-01-02","Microsoft",192.51,194.7,192.35,193.56,3214959,"Neutral","Medium"
"2016-01-03","Amazon",188.2,189.14,187.56,187.68,1237149,"Neutral","Low"
"2016-01-04","Apple",191.07,191.31,187.51,190.3,3858865,"Positive","Low"
"2016-01-05","Apple",189.44,190.52,189.27,189.74,4812952,"Negative","Low"
"2016-01-06","Microsoft",185.11,188.38,182.43,188.17,2742191,"Negative","Medium"
"2016-01-07","Apple",188.04,190.55,187.22,188.96,4902299,"Negative","Medium"
"2016-01-08","Google",194.17,197.51,193.2,195.74,1914173,"Neutral","High"
"2016-01-09","Apple",197.62,198.97,194.67,195.91,3016815,"Positive","Low"
"2016-01-10","Amazon",193.03,196.1,190.54,194.57,1114957,"Positive","Medium"
"2016-01-11","Amazon",197.3,200.02,194.69,199.61,2911946,"Positive","Low"
"2016-01-12","Tesla",198.31,202.42,197.33,199.57,2422974,"Positive","Low"
"2016-01-13","Apple",194.37,197.9,191.45,195.47,1187698,"Negative","High"
"2016-01-14","Microsoft",197.85,198.53,192.49,194.12,1999437,"Positive","Low"
"2016-01-15","Amazon",195.23,196.75,193.74,195.76,3717704,"Negative","Low"
"2016-01-16","Apple",194.45,197.37,192.62,194.4,4075285,"Neutral","Low"
"2016-01-17","Amazon",193.62,195.98,192.24,192.33,4542176,"Neutral","High"
"2016-01-18","Tesla",197.4,200.04,192.79,195.07,932839,"Neutral","Medium"
"2016-01-19","Amazon",198.73,199.25,197.7,198.24,4218860,"Neutral","Low"
"2016-01-20","Amazon",195.86,198.67,194.7,198.46,2524435,"Neutral","Low"
"2016-01-21","Apple",194.83,196.36,193.84,194.73,2318532,"Positive","Medium"
"2016-01-22","Microsoft",196.18,200.35,196.05,198.8,3506592,"Neutral","Low"
"2016-01-23","Microsoft",201.61,204.03,200.35,202.45,2206485,"Positive","Low"
"2016-01-24","Microsoft",201.07,202.87,199.4,200.43,3125624,"Positive","High"
"2016-01-25","Tesla",199.06,201.07,197.65,198.26,2669416,"Neutral","High"
"2016-01-26","Apple",199.9,201.36,199.79,200,3011506,"Positive","Medium"
"2016-01-27","Google",203.14,204.91,200.38,201.85,3878435,"Neutral","Medium"
"2016-01-28","Google",200.42,202.6,199.66,200.25,3446267,"Neutral","Medium"
"2016-01-29","Tesla",201.38,204.89,199.21,202.75,3559033,"Positive","Medium"
"2016-01-30","Apple",202,204.92,197.2,199.67,1970688,"Neutral","Medium"
"2016-01-31","Microsoft",203.37,204.48,202.42,204.28,2575562,"Negative","Medium"
"2016-02-01","Tesla",205.81,206.68,203.81,206.12,4077246,"Positive","Low"
"2016-02-02","Microsoft",205.63,206.48,202.27,204.03,1269579,"Positive","Medium"
"2016-02-03","Google",207.87,209.31,206.1,206.54,1855219,"Positive","Medium"
"2016-02-04","Microsoft",206.25,209.63,205.05,206.77,1631188,"Positive","Medium"
"2016-02-05","Google",205.44,205.71,200.9,202.66,1469062,"Positive","Medium"
"2016-02-06","Apple",205.87,208.59,204.62,207.24,3808303,"Neutral","Low"
"2016-02-07","Google",210.24,211.56,206.4,207.06,1414855,"Neutral","Low"
"2016-02-08","Microsoft",212.02,214.7,209.57,213.19,4414132,"Neutral","Medium"
"2016-02-09","Google",218.09,218.63,217.21,217.45,1309097,"Positive","Medium"
"2016-02-10","Apple",215.56,216.31,215.15,215.41,4676796,"Positive","High"
"2016-02-11","Apple",218.8,222.02,216.57,219.69,4879666,"Negative","Medium"
"2016-02-12","Apple",217.21,218.27,216.28,217.21,1998666,"Positive","Low"
"2016-02-13","Microsoft",220.69,221.71,218.12,220.55,1493332,"Neutral","High"
"2016-02-14","Apple",217.61,219.32,215.12,217.67,1038909,"Positive","High"
"2016-02-15","Microsoft",217.06,219.93,212.71,215.28,2516836,"Negative","Medium"
"2016-02-16","Apple",217.56,217.73,213.01,215.18,3555020,"Positive","High"
"2016-02-17","Apple",218.48,222.3,218.48,221.76,4569626,"Neutral","Medium"
"2016-02-18","Google",222.38,225.61,219.44,224.63,4458305,"Neutral","Low"
"2016-02-19","Apple",221.71,224.33,218.06,219.64,1394685,"Positive","Medium"
"2016-02-20","Google",221.19,222.02,219.64,221.08,945254,"Positive","Low"
"2016-02-21","Microsoft",223.46,227.15,220.99,225.36,4103592,"Positive","High"
"2016-02-22","Amazon",220.55,223.6,220.36,223.05,849954,"Positive","High"
"2016-02-23","Tesla",221.38,221.43,219.76,220.7,3240683,"Positive","Medium"
"2016-02-24","Google",221.48,221.69,220.12,221.57,4992273,"Positive","Medium"
"2016-02-25","Tesla",221.76,226.33,221.29,223.93,1481709,"Positive","Low"
"2016-02-26","Tesla",225.04,225.37,222.65,224.94,2884393,"Positive","High"
"2016-02-27","Tesla",224.93,226.49,223.57,224.89,848193,"Positive","Low"
"2016-02-28","Tesla",224.69,228.2,223.23,225.76,3350354,"Positive","Low"
"2016-02-29","Google",223.25,223.65,222.44,222.81,4878664,"Positive","High"
"2016-03-01","Apple",225.29,227.82,224.11,227.45,1797112,"Positive","High"
"2016-03-02","Microsoft",225.94,228.22,223.49,226.81,3118453,"Neutral","Medium"
"2016-03-03","Microsoft",224.53,228.08,221.64,227.77,3579414,"Positive","Medium"
"2016-03-04","Amazon",224.39,225.59,220.31,222.84,720931,"Positive","Low"
"2016-03-05","Apple",223.94,227.97,222.48,226,1237529,"Negative","Medium"
"2016-03-06","Google",224.08,226.59,221.84,222.34,1222074,"Neutral","Low"
"2016-03-07","Apple",225.14,225.91,222.41,224.14,1394342,"Positive","Medium"
"2016-03-08","Microsoft",230.85,231.25,230.04,230.87,1695349,"Negative","Low"
"2016-03-09","Google",231.89,233.06,231.15,231.52,3470367,"Positive","Low"
"2016-03-10","Amazon",234.35,236.91,231.62,235.98,1491387,"Neutral","High"
"2016-03-11","Apple",234.39,238.36,232.27,236.68,3732894,"Positive","High"
"2016-03-12","Google",238.94,241.79,236.36,236.6,2782876,"Positive","Medium"
"2016-03-13","Google",234.72,240.52,232.96,237.78,4275140,"Neutral","Low"
"2016-03-14","Apple",235.86,239.16,235.65,236.42,3150206,"Neutral","Low"
"2016-03-15","Amazon",235.88,236.32,235.01,236.19,1689274,"Negative","High"
"2016-03-16","Apple",234.52,235.51,233.62,234.4,771704,"Negative","Low"
"2016-03-17","Amazon",237.1,239.2,235.99,236.88,2350465,"Negative","Medium"
"2016-03-18","Tesla",236.37,236.64,234.52,236.64,1283280,"Positive","Medium"
"2016-03-19","Microsoft",239.85,242.62,234.98,237.67,2035138,"Positive","Low"
"2016-03-20","Tesla",240.69,242.94,236.43,237.26,1064466,"Negative","Medium"
"2016-03-21","Tesla",239.83,242.8,238.36,239.92,3861556,"Neutral","Medium"
"2016-03-22","Apple",242.92,243.1,239.51,242.27,1486716,"Neutral","Low"
"2016-03-23","Tesla",239.55,241.42,237.98,238.11,855663,"Negative","Low"
"2016-03-24","Tesla",242.21,244.4,239.49,239.66,3216987,"Positive","Low"
"2016-03-25","Tesla",238.26,242.21,236.44,241.6,2697182,"Negative","Medium"
"2016-03-26","Microsoft",239.74,240.8,236.91,239.45,4729695,"Positive","High"
"2016-03-27","Apple",242.83,243.84,239.34,241.89,4528718,"Neutral","High"
"2016-03-28","Amazon",244.84,246.81,244.33,245.7,1150486,"Positive","Low"
"2016-03-29","Tesla",243.91,246.39,239.63,241.32,3632939,"Positive","High"
"2016-03-30","Google",244.05,245.48,241.39,242.97,1455457,"Positive","Low"
"2016-03-31","Microsoft",239.96,242.56,238.1,240.1,4927664,"Positive","Low"
"2016-04-01","Google",241.75,244.15,241.05,241.71,2609872,"Positive","Low"
"2016-04-02","Apple",242.56,243.74,237.62,240.23,4616344,"Positive","High"
"2016-04-03","Apple",245.49,248.1,243.47,245.63,2158418,"Negative","Medium"
"2016-04-04","Microsoft",242.07,245.14,239.14,242.41,3638488,"Positive","High"
"2016-04-05","Tesla",244.67,245.12,241.72,242.36,4234383,"Neutral","Medium"
"2016-04-06","Apple",242.76,246.68,242.71,244.75,2192488,"Neutral","Low"
"2016-04-07","Google",241.61,241.65,237.01,239.74,1388624,"Neutral","High"
"2016-04-08","Tesla",240.38,243.24,237.75,239.23,1370125,"Positive","Low"
"2016-04-09","Apple",240.24,241.42,240.11,241.11,693354,"Positive","Low"
"2016-04-10","Google",238.19,240.8,236.55,240.53,1396078,"Positive","Low"
"2016-04-11","Apple",235.57,238.95,234.28,237.07,4317044,"Negative","Medium"
"2016-04-12","Google",231.66,232.67,230.42,232.06,4317677,"Negative","Low"
"2016-04-13","Amazon",233.25,236.21,233.09,233.17,613799,"Negative","Low"
"2016-04-14","Google",233,235.57,231.4,235.08,2698564,"Neutral","Low"
"2016-04-15","Google",236.02,238.57,233.85,237.24,4196210,"Neutral","Medium"
"2016-04-16","Amazon",236.02,238.46,234.01,236.31,673448,"Neutral","Low"
"2016-04-17","Microsoft",239.33,240.6,234.53,237.06,1615135,"Neutral","Low"
"2016-04-18","Microsoft",237.15,240.52,235.69,238.08,2797866,"Positive","High"
"2016-04-19","Google",240.77,241.98,239.76,240.07,2339687,"Neutral","High"
"2016-04-20","Microsoft",243.82,246.52,242.2,244.16,3634055,"Positive","Low"
"2016-04-21","Microsoft",239.24,243.34,236.58,241.64,2479711,"Positive","High"
"2016-04-22","Microsoft",240.27,242.46,235.04,237.95,594724,"Positive","Medium"
"2016-04-23","Microsoft",241.39,241.46,238.35,238.51,972150,"Positive","High"
"2016-04-24","Microsoft",242.46,242.96,241.74,242.85,1639292,"Positive","Low"
"2016-04-25","Amazon",248.74,249.57,245.02,246.71,3206889,"Neutral","Low"
"2016-04-26","Microsoft",249.57,255.25,247.15,252.28,581503,"Neutral","High"
"2016-04-27","Google",251.94,253.65,247.15,250.01,2936644,"Positive","Low"
"2016-04-28","Microsoft",256.19,259.06,255.22,256.57,4719304,"Positive","Medium"
"2016-04-29","Amazon",252.95,256.12,251.36,253.69,1812262,"Positive","Medium"
"2016-04-30","Microsoft",249.58,253.43,248.55,251.15,1711838,"Positive","Low"
"2016-05-01","Apple",252.44,252.73,248.79,250.34,3783829,"Neutral","Medium"
"2016-05-02","Apple",252.03,255.77,250.99,252.92,1333358,"Negative","Medium"
"2016-05-03","Apple",249.05,252.3,246.06,249.35,557640,"Positive","Low"
"2016-05-04","Google",250.25,251.91,249.38,250.01,3767442,"Neutral","Low"
"2016-05-05","Google",248.11,248.3,246.66,247.42,4039790,"Positive","Medium"
"2016-05-06","Tesla",253.63,256.62,249.14,251.89,2351160,"Neutral","Low"
"2016-05-07","Microsoft",256.95,259.12,255.59,256.38,3668252,"Negative","High"
"2016-05-08","Google",261.21,262.36,257.55,259.65,1500229,"Negative","Medium"
"2016-05-09","Amazon",256.82,257.23,256.71,256.73,3029372,"Positive","Low"
"2016-05-10","Microsoft",256.25,256.45,255.31,255.69,3050646,"Positive","Medium"
"2016-05-11","Apple",257.83,259.97,255.19,257.6,3105236,"Positive","High"
"2016-05-12","Amazon",256.52,257.72,255.4,255.83,1106911,"Neutral","Medium"
"2016-05-13","Microsoft",257.82,262.84,254.87,260.72,2585731,"Negative","High"
"2016-05-14","Amazon",258.27,258.77,255,257.27,1867781,"Positive","Low"
"2016-05-15","Microsoft",258.45,262.51,258.3,261.54,4771444,"Neutral","High"
"2016-05-16","Amazon",259.8,262.65,258.29,259.03,4317593,"Neutral","Low"
"2016-05-17","Google",263.92,264.6,261.3,263.66,2346846,"Positive","Low"
"2016-05-18","Tesla",266.71,268.36,264.36,265.68,4450926,"Positive","Medium"
"2016-05-19","Tesla",267.35,268.58,264.13,265.04,1654088,"Negative","Medium"
"2016-05-20","Google",264.18,265.6,260.76,263.41,4541465,"Negative","High"
"2016-05-21","Microsoft",261.73,265.05,261.37,263.81,1490542,"Neutral","Low"
"2016-05-22","Google",266.91,268.49,263.83,265.25,1644605,"Positive","Medium"
"2016-05-23","Tesla",261.54,264.98,260.51,263.27,2713049,"Neutral","Low"
"2016-05-24","Apple",263.39,265.38,260.87,264.02,2937684,"Neutral","Low"
"2016-05-25","Apple",259.52,262.85,258.45,261.76,2851205,"Negative","Medium"
"2016-05-26","Apple",261.3,262.11,256.72,259.41,2051980,"Negative","Medium"
"2016-05-27","Google",258.38,258.53,254.94,256.55,2144359,"Neutral","Medium"
"2016-05-28","Microsoft",254.55,255.79,252.49,254.34,4857332,"Neutral","Medium"
"2016-05-29","Google",257.28,258,254.44,257.42,4450666,"Negative","Low"
"2016-05-30","Apple",257.32,258.42,253.58,254.62,4519020,"Neutral","High"
"2016-05-31","Google",260.13,262.52,255.7,257.91,1629837,"Negative","Low"
"2016-06-01","Tesla",262,265.06,261.86,264.16,2769492,"Neutral","Low"
"2016-06-02","Tesla",264.64,268.16,262.22,265.67,675960,"Neutral","Medium"
"2016-06-03","Apple",266.21,270.46,266.21,268.3,2616323,"Negative","Low"
"2016-06-04","Microsoft",266.83,268.93,266.83,266.88,3933998,"Neutral","Medium"
"2016-06-05","Tesla",269.66,272.57,267.04,271,4388574,"Positive","High"
"2016-06-06","Google",265.8,269.03,263,267.66,4558177,"Positive","Low"
"2016-06-07","Tesla",268.04,269.51,266.63,269.35,2508015,"Positive","Low"
"2016-06-08","Google",268.83,270.57,268.11,268.75,2912138,"Neutral","Medium"
"2016-06-09","Google",271.41,274,270.7,273.91,1801895,"Neutral","Low"
"2016-06-10","Amazon",271.13,272.66,267.16,270.16,3957081,"Neutral","Medium"
"2016-06-11","Google",266.46,270.38,263.49,268.28,3494666,"Negative","Low"
"2016-06-12","Microsoft",271.32,272.55,267.74,268.75,3790563,"Neutral","Low"
"2016-06-13","Apple",272.89,275.54,271.52,272.41,2054479,"Positive","Low"
"2016-06-14","Microsoft",274.82,276.84,273.82,275.72,3850369,"Positive","Medium"
"2016-06-15","Google",277.2,278,275.31,277.23,4851080,"Positive","Medium"
"2016-06-16","Apple",277.52,280.74,275.37,278.06,3288295,"Neutral","High"
"2016-06-17","Amazon",281.18,283.12,280.03,280.18,520347,"Neutral","Medium"
"2016-06-18","Amazon",284.06,288.54,283.78,286.37,4249313,"Positive","Medium"
"2016-06-19","Amazon",285.32,285.9,283.05,284.58,4746338,"Positive","Low"
"2016-06-20","Google",287.02,288.89,284.35,286.04,4280770,"Neutral","High"
"2016-06-21","Microsoft",291.2,292.42,289.21,290.45,2257202,"Negative","Medium"
"2016-06-22","Google",295.17,297.72,290.68,293.29,1684563,"Negative","High"
"2016-06-23","Microsoft",292.21,294.86,289.06,291.58,2963372,"Positive","High"
"2016-06-24","Amazon",295.6,298.58,294.7,297.78,3097217,"Positive","Medium"
"2016-06-25","Microsoft",294.45,299.91,292.38,297.31,1062872,"Neutral","Medium"
"2016-06-26","Microsoft",296.94,299.33,294.84,298.75,2908263,"Neutral","Low"
"2016-06-27","Amazon",295.71,297.83,292.43,292.81,3249840,"Neutral","Medium"
"2016-06-28","Apple",295.45,299.28,292.86,296.93,1370935,"Positive","Low"
"2016-06-29","Tesla",299.78,302.02,297.18,297.24,4832692,"Neutral","Low"
"2016-06-30","Google",298.48,298.61,297.24,298.02,1206613,"Positive","High"
"2016-07-01","Tesla",300.66,302.56,299.96,299.97,3462804,"Neutral","Low"
"2016-07-02","Amazon",296.82,300.31,295.48,297.34,3014648,"Neutral","Medium"
"2016-07-03","Google",297.14,302.32,296.4,300.17,1997356,"Neutral","Medium"
"2016-07-04","Amazon",299.07,302.07,298.48,299.81,4954261,"Positive","Medium"
"2016-07-05","Tesla",303.44,306.25,301.11,305,3344099,"Positive","Low"
"2016-07-06","Amazon",309.41,312.27,305.95,307.05,1136195,"Neutral","Low"
"2016-07-07","Microsoft",310.06,310.11,304.52,307.51,3340926,"Negative","Medium"
"2016-07-08","Amazon",308.29,310.06,305.63,309.46,1987720,"Neutral","Low"
"2016-07-09","Amazon",308.69,309.83,304.34,305.05,2826621,"Positive","Medium"
"2016-07-10","Microsoft",306.55,308.82,302.53,304,1808105,"Positive","Low"
"2016-07-11","Amazon",303.33,304.94,301.79,304.87,1855742,"Neutral","Low"
"2016-07-12","Microsoft",302.01,303.19,298.51,300.23,941097,"Positive","Medium"
"2016-07-13","Tesla",305.07,305.96,302.83,303.14,2671330,"Neutral","Medium"
"2016-07-14","Microsoft",305.88,308.56,303.72,307.59,3191725,"Negative","Low"
"2016-07-15","Microsoft",302.08,304.31,298.96,301.74,3334620,"Negative","Low"
"2016-07-16","Tesla",301.36,304.17,299.57,303.55,2907814,"Neutral","Medium"
"2016-07-17","Tesla",301.01,302.23,298.15,301.77,2426106,"Positive","Low"
"2016-07-18","Tesla",302.09,306.09,302.07,305.67,4314786,"Positive","High"
"2016-07-19","Amazon",300.38,302.24,299.87,301.33,2293872,"Neutral","High"
"2016-07-20","Microsoft",297.52,301.55,296.35,300.95,2059912,"Positive","High"
"2016-07-21","Tesla",297.98,301.56,295.8,299.72,4715761,"Neutral","Low"
"2016-07-22","Tesla",301.98,304.84,299.52,300.16,4425371,"Negative","Medium"
"2016-07-23","Tesla",299.24,299.53,294.57,297.3,2064178,"Neutral","Medium"
"2016-07-24","Tesla",297.23,300.27,295.06,297.5,1863753,"Neutral","Medium"
"2016-07-25","Amazon",294.22,297.67,293.35,295.3,4026247,"Positive","Low"
"2016-07-26","Google",296.9,302.32,296.16,299.84,4201194,"Neutral","High"
"2016-07-27","Amazon",296.92,298.18,294.19,294.4,1447850,"Positive","Low"
"2016-07-28","Tesla",298.07,301.31,295.56,299.98,4121508,"Positive","Medium"
"2016-07-29","Amazon",297.84,300.39,292.72,294.53,4316336,"Neutral","Low"
"2016-07-30","Apple",294.35,296.65,293.99,294.87,3207841,"Negative","Medium"
"2016-07-31","Amazon",295.26,296.15,293.16,294.56,2635999,"Neutral","High"
"2016-08-01","Tesla",298.36,302.31,297.83,301.43,4856270,"Negative","Low"
"2016-08-02","Google",303.92,304.81,299.65,302.13,502255,"Neutral","Medium"
"2016-08-03","Tesla",306.35,307.63,303.85,306.13,3015635,"Positive","Medium"
"2016-08-04","Apple",307.41,310.47,306.82,309.15,1320618,"Neutral","Low"
"2016-08-05","Amazon",311.99,312.6,308.45,311.23,4151022,"Neutral","Medium"
"2016-08-06","Microsoft",313.87,315.27,312.81,313.61,3751018,"Positive","Medium"
"2016-08-07","Amazon",318.09,321.74,316.78,320.5,3813420,"Neutral","Medium"
"2016-08-08","Tesla",322.18,327.34,319.39,324.45,1331145,"Positive","High"
"2016-08-09","Apple",323.25,326.64,321.08,324.61,2553454,"Neutral","High"
